ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
E2F2	568846	ZDB-GENE-030131-704	si:ch211-160f23.5	Human	1870	3114	E2F2	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
EARS2	751732	ZDB-GENE-060825-214	zgc:153247	Human	124454	29419	EARS2	11	11.04	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
ECEL1	100332538		LOC100332538	Human	9427	3147	ECEL1	4	4.04	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, Panther
ECT2L	100332935		ect2l	Human	345930	21118	ECT2L	12	11.99	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
EFEMP1	100332567	ZDB-GENE-130403-1	efemp1	Human	2202	3218	EFEMP1	12	12.15	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
EFNA4	100003450	ZDB-GENE-100922-64	si:dkey-246i14.3	Human	1945	3224	EFNA4	5	5.11	high	Yes	Yes	Hieranoid, Homologene, OMA, OrthoFinder, Panther
EGFLAM	799405		egflam	Human	133584	26810	EGFLAM	8	7.81	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
EHMT2	569250	ZDB-GENE-010501-6	ehmt2	Human	10919	14129	EHMT2	10	10.32	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
EIF2AK4	100149925	ZDB-GENE-090302-1	eif2ak4	Human	440275	19687	EIF2AK4	7	7.55	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, ZFIN
EMB	100141497	ZDB-GENE-070705-158	emb	Human	133418	30465	EMB	8	7.86	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
EML6	100000931	ZDB-GENE-090512-5	eml6	Human	400954	35412	EML6	9	9.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, orthoMCL, Panther, TreeFam, ZFIN
EPB41L2	100329282	ZDB-GENE-030131-6324	wu:fi46h04	Human	2037	3379	EPB41L2	6	5.77	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, TreeFam
EPS8L2	798252	ZDB-GENE-131121-340	eps8l2	Human	64787	21296	EPS8L2	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
EPT1	557632	ZDB-GENE-091204-137	selenoi	Human	85465	29361	SELENOI	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ESRRB	407693	ZDB-GENE-040616-2	esrrb	Human	2103	3473	ESRRB	7	7.46	high	Yes	Yes	Compara, OMA, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
ETFA	325724	ZDB-GENE-030131-4449	etfa	Human	2108	3481	ETFA	9	9.49	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp, ZFIN
F2RL3	793315	ZDB-GENE-130530-869	si:ch211-132p1.2	Human	9002	3540	F2RL3	12	11.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
FAAH	569067		faah	Human	2166	3553	FAAH	5	4.77	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, orthoMCL, TreeFam
FADD	562317	ZDB-GENE-070606-3	fadd	Human	8772	3573	FADD	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
FADS6	100538024	ZDB-GENE-141009-1	fads6	Human	283985	30459	FADS6	13	13.49	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
FAM107A	555793		LOC555793	Human	11170	30827	FAM107A	8	7.82	moderate	Yes	No	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
FAM124A	556683		fam124a	Human	220108	26413	FAM124A	10	9.92	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
FAM124B	572460		fam124b	Human	79843	26224	FAM124B	11	10.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
FAM135B	100003594	ZDB-GENE-140106-172	fam135b	Human	51059	28029	FAM135B	13	13.39	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
FAM150A	100535009	ZDB-GENE-110411-243	alkal1	Human	389658	33775	ALKAL1	10	10.33	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
FAM183A	792834	ZDB-GENE-111103-1	fam183a	Human	440585	34347	FAM183A	11	11.46	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam, ZFIN
FAM189B	101882768	ZDB-GENE-100922-197	si:dkey-7f3.9	Human	10712	1233	FAM189B	8	8.05	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther
FAM3D	556106	ZDB-GENE-050809-90	si:dkeyp-67f1.2	Human	131177	18665	FAM3D	3	3.07	high	Yes	Yes	OrthoDB, Panther, TreeFam
FASTKD3	100003734	ZDB-GENE-050208-273	fastkd3	Human	79072	28758	FASTKD3	12	12.21	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
FASTKD5	569940		fastkd5	Human	60493	25790	FASTKD5	9	9.2	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
FBLN7	100000083		fbln7	Human	129804	26740	FBLN7	11	10.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Phylome, TreeFam
FBXO33	567750		fbxo33	Human	254170	19833	FBXO33	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
FBXO48	103908695		fbxo48	Human	554251	33857	FBXO48	10	10.09	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
FDXACB1	566022	ZDB-GENE-030131-8403	fdxacb1	Human	91893	25110	FDXACB1	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
FHOD1	503946	ZDB-GENE-110623-4	fhod1	Human	29109	17905	FHOD1	10	10.22	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
FIS1	797988	ZDB-GENE-050506-92	fis1	Human	51024	21689	FIS1	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
FJX1	100001423	ZDB-GENE-100422-10	fjx1	Human	24147	17166	FJX1	9	9.55	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, ZFIN
FKBP15	799923	ZDB-GENE-060526-98	si:ch211-208h16.4	Human	23307	23397	FKBP15	5	4.8	moderate	Yes	No	Compara, eggNOG, OrthoDB, OrthoFinder, TreeFam
FOCAD	100150998	ZDB-GENE-080213-1	focad	Human	54914	23377	FOCAD	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
FOXR2	570997	ZDB-GENE-070928-26	foxr1	Human	283150	29980	FOXR1	11	10.91	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
FRMD5	569968	ZDB-GENE-060810-165	frmd5	Human	84978	28214	FRMD5	11	11.21	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
FUBP3	493616	ZDB-GENE-041121-12	fubp3	Human	8939	4005	FUBP3	9	9.36	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
FUZ	797090	ZDB-GENE-090609-2	fuz	Human	80199	26219	FUZ	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
GABRA2	100150704	ZDB-GENE-141216-16	gabra2a	Human	2555	4076	GABRA2	11	11.28	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
GABRG1	556202	ZDB-GENE-141215-66	gabrg1	Human	2565	4086	GABRG1	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
GABRG3	567057		gabrg3	Human	2567	4088	GABRG3	7	6.79	high	Yes	Yes	Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Phylome, TreeFam
GABRR1	568984	ZDB-GENE-040724-212	gabrr1	Human	2569	4090	GABRR1	9	9.21	moderate	Yes	No	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
GALNT10	767665	ZDB-GENE-030131-595	galnt10	Human	55568	19873	GALNT10	3	3.31	moderate	Yes	No	eggNOG, Phylome, ZFIN
GAN	100537435	ZDB-GENE-121221-1	gan	Human	8139	4137	GAN	12	12.56	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
GARNL3	560594	ZDB-GENE-060526-61	si:ch211-182d3.1	Human	84253	25425	GARNL3	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
GATC	558898	ZDB-GENE-060526-381	gatc	Human	283459	25068	GATC	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
GDPGP1	560896	ZDB-GENE-060929-280	zgc:153343	Human	390637	34360	GDPGP1	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
GID4	497568	ZDB-GENE-050208-284	gid4	Human	79018	28453	GID4	12	12.29	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
GLB1L2	799022	ZDB-GENE-061207-59	si:dkey-224e22.2	Human	89944	25129	GLB1L2	12	11.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
GLDC	321621	ZDB-GENE-030131-340	gldc	Human	2731	4313	GLDC	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
GNAZ	564915	ZDB-GENE-090420-3	gnaz	Human	2781	4395	GNAZ	9	9.55	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, ZFIN
GNB4	100332205	ZDB-GENE-091102-1	gnb4a	Human	59345	20731	GNB4	8	8.41	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
GPATCH2	555214	ZDB-GENE-041014-260	gpatch2	Human	55105	25499	GPATCH2	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
GPR135	557986		gpr135	Human	64582	19991	GPR135	7	7.05	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther
GPR141	100003534		gpr141	Human	353345	19997	GPR141	3	3.01	high	Yes	Yes	Homologene, OrthoDB, OrthoFinder
GPR151	497134	ZDB-GENE-050128-2	gpr151	Human	134391	23624	GPR151	9	9.45	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, ZFIN
GPR180	100329381	ZDB-GENE-130530-603	gpr180	Human	160897	28899	GPR180	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
GPR6	100538060		gpr6	Human	2830	4515	GPR6	8	8.05	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther
GPR89B	100331395	ZDB-GENE-110411-241	si:ch73-390b10.2	Human	51463	13840	GPR89B	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GRAMD1C	563054	ZDB-GENE-050506-88	gramd1c	Human	54762	25252	GRAMD1C	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
GRB14	100334415	ZDB-GENE-120313-3	grb14	Human	2888	4565	GRB14	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
GRB7	563649	ZDB-GENE-091118-23	grb7	Human	2886	4567	GRB7	7	6.81	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
GRIK3	100334689		LOC100334689	Human	2899	4581	GRIK3	11	10.85	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
GRXCR2	100535155		grxcr2	Human	643226	33862	GRXCR2	3	3.01	high	Yes	Yes	Homologene, OrthoDB, OrthoFinder
GTPBP8	561913	ZDB-GENE-070912-719	si:rp71-84d19.3	Human	29083	25007	GTPBP8	12	11.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
GTSF1	405758	ZDB-GENE-040426-2099	zgc:56699	Human	121355	26565	GTSF1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GUCY1A2	100330875	ZDB-GENE-121023-3	gucy1a2	Human	2977	4684	GUCY1A2	8	8.31	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
HACD1	553326	ZDB-GENE-170413-2	hacd1	Human	9200	9639	HACD1	11	11.36	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, ZFIN
HECTD4	101885095		hectd4	Human	283450	26611	HECTD4	10	9.79	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
HERC4	557513	ZDB-GENE-070801-1	herc4	Human	26091	24521	HERC4	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
HGSNAT	100329505	ZDB-GENE-140106-144	hgsnat	Human	138050	26527	HGSNAT	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
HHEX	30098	ZDB-GENE-980526-299	hhex	Human	3087	4901	HHEX	11	11.5	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
HIKESHI	550239	ZDB-GENE-050417-34	hikeshi	Human	51501	26938	HIKESHI	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
HIST1H4L	100126027	ZDB-GENE-070927-10	hist1h4l	Human	8359	4781	HIST1H4A	4	3.84	high	Yes	Yes	Compara, eggNOG, OMA, OrthoFinder
HPF1	100002184	ZDB-GENE-030131-740	hpf1	Human	54969	26051	HPF1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
HPN	569259	ZDB-GENE-141212-373	hpn	Human	3249	5155	HPN	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
HPS6	101882947		hps6	Human	79803	18817	HPS6	3	3.01	high	Yes	Yes	Homologene, OrthoDB, OrthoFinder
HTR4	101882850	ZDB-GENE-160114-31	htr4	Human	3360	5299	HTR4	9	9.31	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
ICA1	437003	ZDB-GENE-040718-490	ica1	Human	3382	5343	ICA1	5	5.42	high	Yes	Yes	Homologene, OrthoDB, OrthoFinder, Phylome, ZFIN
IDH2	386951	ZDB-GENE-031118-95	idh2	Human	3418	5383	IDH2	7	7.45	high	Yes	Yes	Compara, Homologene, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
IKZF2	100150224	ZDB-GENE-100922-169	ikzf2	Human	22807	13177	IKZF2	12	12.21	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
IKZF4	566844	ZDB-GENE-180319-1	ikzf4	Human	64375	13179	IKZF4	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
INPP1	555899	ZDB-GENE-141219-3	si:ch211-160o17.2	Human	3628	6071	INPP1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
IQGAP3	100537977	ZDB-GENE-160226-1	iqgap3	Human	128239	20669	IQGAP3	5	5.54	high	Yes	Yes	Compara, OMA, OrthoFinder, Panther, ZFIN
ITPRIPL2	555628		itpripl2	Human	162073	27257	ITPRIPL2	8	7.88	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
IWS1	100329390		iws1	Human	55677	25467	IWS1	8	7.91	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, TreeFam
IYD	100330940	ZDB-GENE-090313-109	si:ch211-286f9.2	Human	389434	21071	IYD	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
JMJD8	100330060	ZDB-GENE-120917-1	jmjd8	Human	339123	14148	JMJD8	12	12.46	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam, ZFIN
KCNA3	100150068	ZDB-GENE-130530-873	kcna3a	Human	3738	6221	KCNA3	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
KCNG2	562421	ZDB-GENE-100701-1	kcng2	Human	26251	6249	KCNG2	8	8.31	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
KCNIP4	100536963	ZDB-GENE-131003-3	kcnip4	Human	80333	30083	KCNIP4	9	9.41	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
KCNJ15	572476	ZDB-GENE-150928-1	kcnj15	Human	3772	6261	KCNJ15	14	14.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
KCNJ6	569498	ZDB-GENE-120327-2	kcnj6	Human	3763	6267	KCNJ6	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
KCNK7	557297	ZDB-GENE-110304-2	kcnk7	Human	10089	6282	KCNK7	6	6.38	high	Yes	Yes	eggNOG, OrthoDB, Panther, Phylome, TreeFam, ZFIN
KCNV1	559915	ZDB-GENE-100922-109	si:dkey-201i6.2	Human	27012	18861	KCNV1	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
KDM5A	100333310	ZDB-GENE-150114-1	kdm5a	Human	5927	9886	KDM5A	7	7.55	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, ZFIN
KIF9	553438	ZDB-GENE-160728-129	kif9	Human	64147	16666	KIF9	12	11.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
KLHL25	556885		klhl25	Human	64410	25732	KLHL25	8	7.95	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther
KLHL34	561692		klhl34	Human	257240	26634	KLHL34	9	8.79	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
KNDC1	799007		kndc1	Human	85442	29374	KNDC1	6	6.12	high	Yes	Yes	Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther
KNTC1	497376	ZDB-GENE-050208-92	kntc1	Human	9735	17255	KNTC1	10	10.45	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, ZFIN
KRTCAP3	100538219		krtcap3	Human	200634	28943	KRTCAP3	12	11.99	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
L3HYPDH	565785		l3hypdh	Human	112849	20488	L3HYPDH	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
L3MBTL4	100331457	ZDB-GENE-110216-1	l3mbtl4	Human	91133	26677	L3MBTL4	5	5.47	high	Yes	Yes	eggNOG, OrthoDB, Panther, TreeFam, ZFIN
LAMP5	100006791	ZDB-GENE-080220-19	zgc:165600	Human	24141	16097	LAMP5	7	7.19	high	Yes	Yes	Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
LAMTOR4	561019	ZDB-GENE-030131-7438	lamtor4	Human	389541	33772	LAMTOR4	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
LEPROT	550484	ZDB-GENE-050417-314	leprot	Human	54741	29477	LEPROT	9	9.59	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, ZFIN
LGALS8	563573	ZDB-GENE-040724-22	lgals8a	Human	3964	6569	LGALS8	12	12.53	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, ZFIN
LGR4	558825	ZDB-GENE-111013-1	lgr4	Human	55366	13299	LGR4	14	14.2	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
LGR6	100330212		lgr6	Human	59352	19719	LGR6	5	5.01	high	Yes	Yes	Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector
LHX3	30455	ZDB-GENE-980526-131	lhx3	Human	8022	6595	LHX3	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
LMF1	100333693	ZDB-GENE-121031-2	lmf1	Human	64788	14154	LMF1	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
LPXN	560743	ZDB-GENE-081105-159	lpxn	Human	9404	14061	LPXN	8	8.41	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
