ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
EPB41L2	100329282	ZDB-GENE-030131-6324	wu:fi46h04	Mouse	13822	103009	Epb41l2	6	5.77	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, TreeFam
EPS8L2	798252	ZDB-GENE-131121-340	eps8l2	Mouse	98845	2138828	Eps8l2	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
EPT1	557632	ZDB-GENE-091204-137	selenoi	Mouse	28042	107898	Selenoi	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ESRRB	407693	ZDB-GENE-040616-2	esrrb	Mouse	26380	1346832	Esrrb	7	7.46	high	Yes	Yes	Compara, OMA, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
ETFA	325724	ZDB-GENE-030131-4449	etfa	Mouse	110842	106092	Etfa	8	8.48	high	Yes	Yes	Compara, Homologene, OMA, OrthoFinder, Panther, Phylome, RoundUp, ZFIN
F2RL3	793315	ZDB-GENE-130530-869	si:ch211-132p1.2	Mouse	14065	1298207	F2rl3	12	11.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
FAAH	569067		faah	Mouse	14073	109609	Faah	3	2.86	high	Yes	Yes	eggNOG, OrthoFinder, TreeFam
FADD	562317	ZDB-GENE-070606-3	fadd	Mouse	14082	109324	Fadd	12	12.21	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
FADS6	100538024	ZDB-GENE-141009-1	fads6	Mouse	328035	3039592	Fads6	12	12.48	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
FAM107A	555793		LOC555793	Mouse	268709	3041256	Fam107a	7	6.81	moderate	Yes	No	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
FAM124A	556683		fam124a	Mouse	629059	3645930	Fam124a	10	9.92	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
FAM124B	572460		fam124b	Mouse	241128	3026880	Fam124b	10	9.97	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
FAM135B	100003594	ZDB-GENE-140106-172	fam135b	Mouse	70363	1917613	Fam135b	13	13.39	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
FAM183A	792834	ZDB-GENE-111103-1	fam183a	Mouse	75429	1922679	Fam183b	11	10.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
FAM189B	101882768	ZDB-GENE-100922-197	si:dkey-7f3.9	Mouse	68521	1915771	Fam189b	7	7.04	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther
FAM3D	556106	ZDB-GENE-050809-90	si:dkeyp-67f1.2	Mouse	18300	1201784	Oit1	3	3.07	high	Yes	Yes	OrthoDB, Panther, TreeFam
FAM57A	100002814	ZDB-GENE-170623-4	tlcd3a	Mouse	116972	2151840	Fam57a	6	6.55	high	Yes	Yes	Compara, OMA, OrthoDB, OrthoFinder, Panther, ZFIN
FASTKD3	100003734	ZDB-GENE-050208-273	fastkd3	Mouse	69577	1916827	Fastkd3	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
FASTKD5	569940		fastkd5	Mouse	380601	2139469	Fastkd5	8	8.19	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp
FBLN7	100000083		fbln7	Mouse	70370	1917620	Fbln7	11	10.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Phylome, RoundUp, TreeFam
FBXO33	567750		fbxo33	Mouse	70611	1917861	Fbxo33	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
FBXO48	103908695		fbxo48	Mouse	319701	2442569	Fbxo48	9	9.08	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
FDXACB1	566022	ZDB-GENE-030131-8403	fdxacb1	Mouse	382137	3584513	Fdxacb1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
FHOD1	503946	ZDB-GENE-110623-4	fhod1	Mouse	234686	2679008	Fhod1	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
FIS1	797988	ZDB-GENE-050506-92	fis1	Mouse	66437	1913687	Fis1	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
FJX1	100001423	ZDB-GENE-100422-10	fjx1	Mouse	14221	1341907	Fjx1	8	8.54	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, ZFIN
FKBP15	799923	ZDB-GENE-060526-98	si:ch211-208h16.4	Mouse	338355	2444782	Fkbp15	4	3.79	moderate	Yes	No	Compara, eggNOG, OrthoFinder, TreeFam
FOCAD	100150998	ZDB-GENE-080213-1	focad	Mouse	230393	2676921	Focad	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
FOXR2	570997	ZDB-GENE-070928-26	foxr1	Mouse	436240	3511682	Foxr2	10	9.91	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome
FRMD5	569968	ZDB-GENE-060810-165	frmd5	Mouse	228564	2442557	Frmd5	11	11.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
FRMPD4	403129	ZDB-GENE-121004-1	frmpd4	Mouse	333605	3042378	Frmpd4	9	9.11	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Phylome, TreeFam, ZFIN
FSBP	101884826		fsbp	Mouse	100503583	5301008	Fsbp	5	5.04	high	Yes	Yes	Compara, Homologene, OMA, OrthoFinder, Panther
FUBP3	493616	ZDB-GENE-041121-12	fubp3	Mouse	320267	2443699	Fubp3	8	8.35	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, Panther, Phylome, ZFIN
FUZ	797090	ZDB-GENE-090609-2	fuz	Mouse	70300	1917550	Fuz	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
GABRA2	100150704	ZDB-GENE-141216-16	gabra2a	Mouse	14395	95614	Gabra2	11	11.28	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
GABRG1	556202	ZDB-GENE-141215-66	gabrg1	Mouse	14405	103156	Gabrg1	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
GABRG3	567057		gabrg3	Mouse	14407	95624	Gabrg3	7	6.79	high	Yes	Yes	Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Phylome, TreeFam
GALNT10	767665	ZDB-GENE-030131-595	galnt10	Mouse	270049	1913581	Galntl6	3	2.77	moderate	Yes	No	eggNOG, Phylome, TreeFam
GAN	100537435	ZDB-GENE-121221-1	gan	Mouse	209239	1890619	Gan	12	12.48	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
GARNL3	560594	ZDB-GENE-060526-61	si:ch211-182d3.1	Mouse	99326	2139309	Garnl3	12	11.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
GATC	558898	ZDB-GENE-060526-381	gatc	Mouse	384281	1923776	Gatc	13	13.28	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
GDPGP1	560896	ZDB-GENE-060929-280	zgc:153343	Mouse	269952	2443429	Gdpgp1	12	11.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
GID4	497568	ZDB-GENE-050208-284	gid4	Mouse	66771	1914021	Gid4	13	13.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
GLB1L2	799022	ZDB-GENE-061207-59	si:dkey-224e22.2	Mouse	244757	2388283	Glb1l2	13	12.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GLDC	321621	ZDB-GENE-030131-340	gldc	Mouse	104174	1341155	Gldc	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
GNAZ	564915	ZDB-GENE-090420-3	gnaz	Mouse	14687	95780	Gnaz	9	9.55	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, ZFIN
GNB4	100332205	ZDB-GENE-091102-1	gnb4a	Mouse	14696	104581	Gnb4	6	5.9	high	Yes	Yes	Compara, eggNOG, OMA, OrthoFinder, Panther, TreeFam
GPATCH2	555214	ZDB-GENE-041014-260	gpatch2	Mouse	67769	1915019	Gpatch2	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
GPR135	557986		gpr135	Mouse	238252	2676315	Gpr135	7	6.94	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther
GPR141	100003534		gpr141	Mouse	353346	2672983	Gpr141	2	2	high	Yes	Yes	Homologene, OrthoFinder
GPR151	497134	ZDB-GENE-050128-2	gpr151	Mouse	240239	2441887	Gpr151	8	8.44	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, ZFIN
GPR180	100329381	ZDB-GENE-130530-603	gpr180	Mouse	58245	1930949	Gpr180	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
GPR6	100538060		gpr6	Mouse	140741	2155249	Gpr6	8	8.05	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther
GPR89B	100331395	ZDB-GENE-110411-241	si:ch73-390b10.2	Mouse	67549	1914799	Gpr89	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GRAMD1C	563054	ZDB-GENE-050506-88	gramd1c	Mouse	207798	2443024	Gramd1c	12	12.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
GRB14	100334415	ZDB-GENE-120313-3	grb14	Mouse	50915	1355324	Grb14	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
GRB7	563649	ZDB-GENE-091118-23	grb7	Mouse	14786	102683	Grb7	7	6.81	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
GRIK3	100334689		LOC100334689	Mouse	14807	95816	Grik3	10	9.84	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
GTPBP8	561913	ZDB-GENE-070912-719	si:rp71-84d19.3	Mouse	66067	1913317	Gtpbp8	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GTSF1	405758	ZDB-GENE-040426-2099	zgc:56699	Mouse	74174	1921424	Gtsf1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GUCY1A2	100330875	ZDB-GENE-121023-3	gucy1a2	Mouse	234889	2660877	Gucy1a2	9	9.32	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
HACD1	553326	ZDB-GENE-170413-2	hacd1	Mouse	30963	1353592	Hacd1	10	10.35	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, ZFIN
HERC4	557513	ZDB-GENE-070801-1	herc4	Mouse	67345	1914595	Herc4	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
HGSNAT	100329505	ZDB-GENE-140106-144	hgsnat	Mouse	52120	1196297	Hgsnat	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
HHEX	30098	ZDB-GENE-980526-299	hhex	Mouse	15242	96086	Hhex	11	11.5	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
HIKESHI	550239	ZDB-GENE-050417-34	hikeshi	Mouse	67669	96738	Hikeshi	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
HIST1H4L	100126027	ZDB-GENE-070927-10	hist1h4l	Mouse	319157	2448425	Hist1h4f	4	3.84	moderate	Yes	No	Compara, eggNOG, OMA, OrthoFinder
HPF1	100002184	ZDB-GENE-030131-740	hpf1	Mouse	72612	1919862	Hpf1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
HPN	569259	ZDB-GENE-141212-373	hpn	Mouse	15451	1196620	Hpn	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
HPS6	101882947		hps6	Mouse	20170	2181763	Hps6	2	2	high	Yes	Yes	Homologene, OrthoFinder
HTR4	101882850	ZDB-GENE-160114-31	htr4	Mouse	15562	109246	Htr4	8	7.81	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
ICA1	437003	ZDB-GENE-040718-490	ica1	Mouse	15893	96391	Ica1	5	5.42	high	Yes	Yes	Homologene, OrthoDB, OrthoFinder, Phylome, ZFIN
IDH2	386951	ZDB-GENE-031118-95	idh2	Mouse	269951	96414	Idh2	7	7.45	high	Yes	Yes	Compara, Homologene, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
IKZF2	100150224	ZDB-GENE-100922-169	ikzf2	Mouse	22779	1342541	Ikzf2	11	10.71	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
IKZF4	566844	ZDB-GENE-180319-1	ikzf4	Mouse	22781	1343139	Ikzf4	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
INPP1	555899	ZDB-GENE-141219-3	si:ch211-160o17.2	Mouse	16329	104848	Inpp1	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
INSM2	792891		insm2	Mouse	56856	1930787	Insm2	3	3.01	moderate	Yes	No	Homologene, OrthoDB, OrthoFinder
IQGAP3	100537977	ZDB-GENE-160226-1	iqgap3	Mouse	404710	3028642	Iqgap3	4	4.04	high	Yes	Yes	Compara, OMA, OrthoFinder, Panther
ITPRIPL2	555628		itpripl2	Mouse	319622	2442416	Itpripl2	6	5.97	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoFinder, Panther, TreeFam
IWS1	100329390		iws1	Mouse	73473	1920723	Iws1	7	6.9	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, Panther, TreeFam
IYD	100330940	ZDB-GENE-090313-109	si:ch211-286f9.2	Mouse	70337	1917587	Iyd	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
JMJD8	100330060	ZDB-GENE-120917-1	jmjd8	Mouse	72106	1919356	Jmjd8	12	12.48	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
KCNA3	100150068	ZDB-GENE-130530-873	kcna3a	Mouse	16491	96660	Kcna3	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
KCNG2	562421	ZDB-GENE-100701-1	kcng2	Mouse	240444	3694646	Kcng2	8	8.31	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
KCNIP4	100536963	ZDB-GENE-131003-3	kcnip4	Mouse	80334	1933131	Kcnip4	8	7.91	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, TreeFam
KCNJ15	572476	ZDB-GENE-150928-1	kcnj15	Mouse	16516	1310000	Kcnj15	14	14.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
KCNJ6	569498	ZDB-GENE-120327-2	kcnj6	Mouse	16522	104781	Kcnj6	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
KCNK7	557297	ZDB-GENE-110304-2	kcnk7	Mouse	16530	1341841	Kcnk7	6	6.38	high	Yes	Yes	eggNOG, OrthoDB, Panther, Phylome, TreeFam, ZFIN
KCNV1	559915	ZDB-GENE-100922-109	si:dkey-201i6.2	Mouse	67498	1914748	Kcnv1	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
KDM5A	100333310	ZDB-GENE-150114-1	kdm5a	Mouse	214899	2136980	Kdm5a	7	7.55	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, ZFIN
KIF9	553438	ZDB-GENE-160728-129	kif9	Mouse	16578	1098237	Kif9	11	10.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
KLHL25	556885		klhl25	Mouse	207952	2668031	Klhl25	7	6.94	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther
KLHL34	561692		klhl34	Mouse	245683	2685234	Klhl34	8	7.88	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
KNDC1	799007		kndc1	Mouse	76484	1923734	Kndc1	5	5.11	high	Yes	Yes	Hieranoid, OMA, OrthoFinder, OrthoInspector, Panther
KNTC1	497376	ZDB-GENE-050208-92	kntc1	Mouse	208628	2673709	Kntc1	9	9.44	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, ZFIN
KRTCAP3	100538219		krtcap3	Mouse	69815	1917065	Krtcap3	12	11.99	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
L3HYPDH	565785		l3hypdh	Mouse	67217	1914467	L3hypdh	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
L3MBTL4	100331457	ZDB-GENE-110216-1	l3mbtl4	Mouse	320858	2444889	L3mbtl4	5	5.47	high	Yes	Yes	eggNOG, OrthoDB, Panther, TreeFam, ZFIN
LAMTOR4	561019	ZDB-GENE-030131-7438	lamtor4	Mouse	66096	1913346	Lamtor4	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
LEPROT	550484	ZDB-GENE-050417-314	leprot	Mouse	230514	2687005	Leprot	8	8.09	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
LGALS8	563573	ZDB-GENE-040724-22	lgals8a	Mouse	56048	1928481	Lgals8	13	13.49	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
LGR4	558825	ZDB-GENE-111013-1	lgr4	Mouse	107515	1891468	Lgr4	14	14.2	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
LGR6	100330212		lgr6	Mouse	329252	2441805	Lgr6	5	5.01	high	Yes	Yes	Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector
LHX3	30455	ZDB-GENE-980526-131	lhx3	Mouse	16871	102673	Lhx3	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
LMF1	100333693	ZDB-GENE-121031-2	lmf1	Mouse	76483	1923733	Lmf1	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
LPXN	560743	ZDB-GENE-081105-159	lpxn	Mouse	107321	2147677	Lpxn	8	8.41	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
LRIG3	564554	ZDB-GENE-130530-866	lrig3	Mouse	320398	2443955	Lrig3	7	7.35	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, ZFIN
LRP10	560361	ZDB-GENE-140418-2	lrp10	Mouse	65107	1929480	Lrp10	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
LRP3	100170796	ZDB-GENE-080116-3	lrp3	Mouse	435965	3584516	Lrp3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
LRRC2	557308	ZDB-GENE-120215-166	si:ch211-87m7.1	Mouse	74249	1921499	Lrrc2	8	7.86	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, Phylome, RoundUp, TreeFam
LRRC61	553439	ZDB-GENE-060616-245	lrrc61	Mouse	243371	2652848	Lrrc61	9	9.11	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Phylome, TreeFam, ZFIN
LSM3	100535720		lsm3	Mouse	67678	1914928	Lsm3	11	10.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
LTBP4	100333499		LOC100333499	Mouse	108075	1321395	Ltbp4	6	6.05	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther
LTN1	100000122	ZDB-GENE-091204-127	si:dkey-175g6.5	Mouse	78913	1926163	Ltn1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
MAD2L2	550258	ZDB-GENE-050417-61	mad2l2	Mouse	71890	1919140	Mad2l2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
MAN2B2	100003570	ZDB-GENE-140106-166	man2b2	Mouse	17160	1195262	Man2b2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
MANEAL	566679	ZDB-GENE-060503-511	si:ch211-30b16.2	Mouse	215090	2684896	Maneal	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
