MouseGeneID	MouseGeneID.1	MGIID	MouseSymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
2300009A05Rik	69478	1916728	2300009A05Rik	Human	145853	34453	C15orf61	13	13.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
2310002J15Rik	67859	1915109	Cysrt1	Human	375791	30529	CYSRT1	13	13.39	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2310002L13Rik	75577	1922827	Dynap	Human	284254	26808	DYNAP	7	7.55	high	Yes	Yes	HGNC, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther
2310009B15Rik	69549	1916799	2310009B15Rik	Human	388722	30003	C1orf53	10	10.16	high	Yes	Yes	Compara, eggNOG, HGNC, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Phylome, TreeFam
2310010M20Rik	69576	1916826	Smco1	Human	255798	27407	SMCO1	13	13.38	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
2310011J03Rik	66374	1913624	2310011J03Rik	Human	148223	26711	C19orf25	13	13.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
2310015B20Rik	69563	1916813	Mrln	Human	100507027	48649	MRLN	5	5.43	high	Yes	Yes	Compara, HGNC, Hieranoid, OrthoFinder, OrthoInspector
2310022A10Rik	66367	1913617	2310022A10Rik	Human	126526	26723	C19orf47	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2310022B05Rik	69551	1916801	2310022B05Rik	Human	84886	25900	C1orf198	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
2310030G06Rik	66952	1914202	2310030G06Rik	Human	91894	30531	C11orf52	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
2310033P09Rik	67862	1915112	2310033P09Rik	Human	79169	19032	C1orf35	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2310036O22Rik	68544	1922833	Trir	Human	79002	28424	TRIR	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2310039H08Rik	67101	1914351	2310039H08Rik	Human	441150	34431	C6orf226	12	12.28	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2310042D19Rik	74183	1921433	Perm1	Human	84808	28208	PERM1	13	13.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2310046A06Rik	69642	1916892	Mlip	Human	90523	21355	MLIP	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2310057M21Rik	68277	1915527	2310057M21Rik	Human	80007	25822	C10orf88	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2310061I04Rik	69662	1916912	2310061I04Rik	Human	221545	21301	C6orf136	12	12.38	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
2410004B18Rik	66421	1913671	2410004B18Rik	Human	148423	24871	C1orf52	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
2410004P03Rik	73667	1920917	2410004P03Rik	Human	130813	26324	C2orf50	12	12.36	high	Yes	Yes	eggNOG, HGNC, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2410131K14Rik	76792	1924042	2410131K14Rik	Human	79794	26128	C12orf49	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
2510002D24Rik	72307	1919557	2510002D24Rik	Human	128977	27012	C22orf39	12	12.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2510009E07Rik	72190	1919440	2510009E07Rik	Human	285382	33731	C3orf70	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2510039O18Rik	77034	1924284	2510039O18Rik	Human	90231	28513	KIAA2013	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2510049J12Rik	70291	1917541	Mkrn2os	Human	100129480	40375	MKRN2OS	12	12.48	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
2610001J05Rik	66520	1913770	2610001J05Rik	Human	401397	48953	SMIM30	4	4.61	high	Yes	Yes	HGNC, OMA, OrthoFinder, Panther
2610020H08Rik	434234	1919402	Rexo5	Human	81691	24661	REXO5	10	9.74	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2610028H24Rik	76964	1924214	2610028H24Rik	Human	54058	1300	C21orf58	12	12.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
2610034B18Rik	70420	1917670	Arpin	Human	348110	28782	ARPIN	11	11.42	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
2610109H07Rik	70433	1917683	Draxin	Human	374946	25054	DRAXIN	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2610301B20Rik	67157	1914407	2610301B20Rik	Human	157657	27232	C8orf37	13	13.38	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
2610507B11Rik	72503	1919753	2610507B11Rik	Human	9703	28960	KIAA0100	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2610528A11Rik	70045	1917295	2610528A11Rik	Human	387695	31428	C10orf99	6	6.34	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, OMA, OrthoInspector
2610528J11Rik	66451	1913701	2610528J11Rik	Human	149466	28755	C1orf210	13	13.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
2700049A03Rik	76967	1924217	2700049A03Rik	Human	9786	19960	KIAA0586	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2700062C07Rik	68046	1915296	2700062C07Rik	Human	83608	28802	C18orf21	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2700081O15Rik	108899	1919667	2700081O15Rik	Human	65998	28449	C11orf95	13	13.33	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
2700090O03Rik	72632	1919882	Smim18	Human	100507341	42973	SMIM18	10	10.49	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther
2810004N23Rik	66523	1913773	2810004N23Rik	Human	128061	25332	C1orf131	9	9.3	high	Yes	Yes	Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam
2810006K23Rik	72650	1919900	2810006K23Rik	Human	91574	26784	C12orf65	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
2810030E01Rik	72668	1919918	Skida1	Human	387640	32697	SKIDA1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2810459M11Rik	72792	1920042	2810459M11Rik	Human	257407	27418	C2orf72	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2900026A02Rik	243219	1920194	2900026A02Rik	Human	85379	29345	KIAA1671	9	9.37	high	Yes	Yes	Compara, eggNOG, HGNC, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
2900092C05Rik	73090	1920340	2900092C05Rik	Human	147685	28642	C19orf18	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
2900092E17Rik	67278	1914528	Pagr1a	Human	79447	28707	PAGR1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
3110009E18Rik	73103	1920353	3110009E18Rik	Human	130355	27017	C2orf76	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
3110040N11Rik	67290	1914540	3110040N11Rik	Human	123207	28443	C15orf40	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
3110043O21Rik	73205	1920455	C9orf72	Human	203228	28337	C9orf72	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
3110082D06Rik	627626	1920485	Ptchd4	Human	442213	21345	PTCHD4	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
3110082I17Rik	73212	1920462	3110082I17Rik	Human	84310	22421	C7orf50	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
3425401B19Rik	100504518	3588196	3425401B19Rik	Human	118461	26973	C10orf71	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
3830406C13Rik	218734	1917937	3830406C13Rik	Human	57415	25024	C3orf14	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
3830431G21Rik	217682	3036228	Plekhd1	Human	400224	20148	PLEKHD1	12	12.48	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
4430402I18Rik	381218	1918036	4430402I18Rik	Human	55064	25472	SPATA6L	14	14.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4832428D23Rik	403183	2685837	Mettl21e	Human	121952	41948	METTL21EP	7	7.59	high	Yes	Yes	HGNC, Hieranoid, Inparanoid, OrthoInspector, Panther, Phylome, RoundUp
4833403I15Rik	74574	1921824	Lvrn	Human	206338	26904	LVRN	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4833420G17Rik	67392	1914642	4833420G17Rik	Human	375444	24738	C5orf34	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4833424O15Rik	75769	1923019	Plppr5	Human	163404	31703	PLPPR5	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4833427G06Rik	235345	1921013	4833427G06Rik	Human	399949	25061	C11orf88	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4833439L19Rik	97820	1921162	4833439L19Rik	Human	57179	29209	KIAA1191	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4921504E06Rik	70909	1918087	4921504E06Rik	Human	256815	28716	C10orf67	9	9.47	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp
4921507P07Rik	70821	1918071	4921507P07Rik	Human	136895	21722	C7orf31	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4921515J06Rik	66715	1913965	Henmt1	Human	113802	26400	HENMT1	13	13.16	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4921517D22Rik	70900	1918150	4921517D22Rik	Human	389766	31456	C9orf153	8	8.34	high	Yes	Yes	eggNOG, HGNC, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
4921523A10Rik	110332	3612067	Pp2d1	Human	151649	28406	PP2D1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4921524J17Rik	66714	1913964	4921524J17Rik	Human	388272	33754	C16orf87	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4921528O07Rik	78258	1925508	Mroh9	Human	80133	26287	MROH9	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4921530D09Rik	77058	1924308	Ccdc183	Human	84960	28236	CCDC183	13	13.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4921536K21Rik	67430	1914680	4921536K21Rik	Human	100190949	35121	C5orf52	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4921539E11Rik	70941	1918191	4921539E11Rik	Human	400757	32044	C1orf141	13	13.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4922501L14Rik	209601	1919095	Erich3	Human	127254	25346	ERICH3	12	12.14	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
4922505G16Rik	629499	3603828	Mroh8	Human	140699	16125	MROH8	13	13.22	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930402H24Rik	228602	1923029	4930402H24Rik	Human	25943	17721	C20orf194	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4930403N07Rik	73936	1921186	Ccdc175	Human	729665	19847	CCDC175	12	12.48	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
4930404A10Rik	74847	1922097	Meikin	Human	728637	51253	MEIKIN	8	8.54	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther
4930404N11Rik	432479	1921072	4930404N11Rik	Human	100128569	34496	C19orf71	13	13.38	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
4930407I10Rik	328573	2685593	4930407I10Rik	Human	79640	26294	C22orf46	7	7.36	high	Yes	Yes	Compara, eggNOG, HGNC, OrthoInspector, orthoMCL, Panther, RoundUp
4930412F15Rik	242408	2441678	Fam221b	Human	392307	30762	FAM221B	13	13.28	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4930415O20Rik	73863	1921113	4930415O20Rik	Human	255411	48628	TEX49	6	6.04	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoFinder, OrthoInspector, Panther
4930417G10Rik	74855	1922105	Fam228a	Human	653140	34418	FAM228A	13	13.27	high	Yes	Yes	Compara, eggNOG, HGNC, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930428E23Rik	434800	3588243	Smim9	Human	100132963	41915	SMIM9	13	13.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4930430F08Rik	68281	1921197	4930430F08Rik	Human	91298	25322	C12orf29	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4930432K21Rik	74666	1921916	4930432K21Rik	Human	79173	28153	C19orf57	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930444P10Rik	75799	1923049	4930444P10Rik	Human	100130301	51258	C8orf89	6	6.34	high	Yes	Yes	Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder
4930447C04Rik	75801	1923051	4930447C04Rik	Human	317761	19849	C14orf39	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930451C15Rik	74685	1921935	Lrrc74b	Human	400891	34301	LRRC74B	10	10.36	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome
4930451I11Rik	78118	1925368	4930451I11Rik	Human	146378	26346	C16orf92	12	12.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930452B06Rik	74430	1926154	4930452B06Rik	Human	200844	24763	C3orf67	12	12.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930453N24Rik	67609	1914859	4930453N24Rik	Human	285237	28384	C3orf38	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4930458L03Rik	78124	1925374	Spata31	Human	389730	32006	SPATA31A6	12	11.96	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
4930503L19Rik	269033	1922045	4930503L19Rik	Human	162681	13796	C18orf54	12	12.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930505A04Rik	75087	1922337	4930505A04Rik	Human	129852	26861	C2orf73	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930511I11Rik	67645	1914895	Armc12	Human	221481	21099	ARMC12	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4930521A18Rik	74708	1921958	Pih1d3	Human	139212	28570	PIH1D3	12	11.89	moderate	Yes	No	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
4930523C07Rik	67647	1914897	4930523C07Rik	Human	9674	28950	KIAA0040	7	7.37	high	Yes	Yes	Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, RoundUp
4930525F21Rik	75823	1923073	Fam227b	Human	196951	26543	FAM227B	13	13.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
4930526D03Rik	277496	2685538	Lkaaear1	Human	198437	33718	LKAAEAR1	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930528F23Rik	75178	1922428	Meiob	Human	254528	28569	MEIOB	13	13.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4930529M08Rik	78774	1926024	Cfap61	Human	26074	15872	CFAP61	10	10.52	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp
4930538K18Rik	75180	1922430	Tmem269	Human	100129924	52381	TMEM269	8	8.34	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL
4930544D05Rik	668433	2148639	4930544D05Rik	Human	100130311	37238	C17orf107	13	13.49	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
4930544O15Rik	75173	1922423	Tex38	Human	374973	29589	TEX38	11	11.52	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp
4930550C14Rik	75311	1922561	4930550C14Rik	Human	160140	28519	C11orf65	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930555I21Rik	78806	1926056	Stpg1	Human	90529	28070	STPG1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4930558K02Rik	75368	1922618	4930558K02Rik	Human	92346	29591	C1orf105	12	12.48	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
4930562C15Rik	78809	1926059	4930562C15Rik	Human	342346	40031	C16orf96	13	13.37	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
4930563E22Rik	75304	1922554	4930563E22Rik	Human	388327	34494	C17orf100	8	8.49	high	Yes	Yes	HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Phylome, RoundUp
4930578I06Rik	67750	1915000	4930578I06Rik	Human	203076	32296	C8orf74	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
4930579C15Rik	67753	1915003	Eqtn	Human	54586	1359	EQTN	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
