FlyGeneID	ZebrafishGeneID	MouseGeneID	HumanSymbol
Tap42	igbp1	Igbp1	IGBP1
Tapdelta	ssr4	Ssr4	SSR4
Tasp1	tasp1	Tasp1	TASP1
Taz	taz	Taz	TAZ
Tbc1d15-17	tbc1d17	Tbc1d17	TBC1D17
Tbce	tbce	Tbce	TBCE
Tbp	tbp	Tbp	TBP
Tcs3	osgep	Osgep	OSGEP
Tctp	tpt1	Tpt1	TPT1
Tdrd3	tdrd3	Tdrd3	TDRD3
Tes	tes	Tes	TES
TfIIA-L	gtf2a1	Gtf2a1	GTF2A1
TfIIB	gtf2b	Gtf2b	GTF2B
TfIIEalpha	gtf2e1	Gtf2e1	GTF2E1
TfIIEbeta	gtf2e2	Gtf2e2	GTF2E2
TfIIFalpha	gtf2f1	Gtf2f1	GTF2F1
TfIIFbeta	gtf2f2a	Gtf2f2	GTF2F2
TfIIS	tcea2	Tcea2	TCEA2
Tfb1	gtf2h1	Gtf2h1	GTF2H1
Tfb4	gtf2h3	Gtf2h3	GTF2H3
Tgt	qtrt1	Qtrt1	QTRT1
ThrRS	tars	Tars	TARS
Tif-IA	rrn3	Rrn3	RRN3
Tim10	timm10	Timm10	TIMM10
Tim23	timm23a	Timm23	TIMM23
Tim8	timm8b	Timm8b	TIMM8B
Tim9a	timm9	Timm9	TIMM9
Timp	timp2a	Timp2	TIMP2
Tis11	zfp36l1a	Zfp36l1	ZFP36L1
Tlk	tlk2	Tlk2	TLK2
Tmem18	tmem18	Tmem18	TMEM18
Tmtc3	tmtc3	Tmtc3	TMTC3
Tnpo	tnpo2	Tnpo2	TNPO2
Tob	tob1a	Tob1	TOB1
Toll-9	tlr1	Tlr1	TLR1
Tom7	tomm7	Tomm7	TOMM7
Tom70	tomm70a	Tomm70a	TOMM70
Top1	top1l	Top1	TOP1
Top2	top2b	Top2b	TOP2B
Top3alpha	top3a	Top3a	TOP3A
Top3beta	top3b	Top3b	TOP3B
Tor	mtor	Mtor	MTOR
Torsin	tor1	Tor1a	TOR1A
Tpr2	dnajc7	Dnajc7	DNAJC7
Tpst	tpst1	Tpst1	TPST1
Traf4	traf4a	Traf4	TRAF4
Traf6	traf6	Traf6	TRAF6
Trap1	trap1	Trap1	TRAP1
Trax	tsnax	Tsnax	TSNAX
Trc8	rnf139	Rnf139	RNF139
Trim9	trim9	Trim9	TRIM9
Trp1	sec62	Sec62	SEC62
TrpRS-m	wars2	Wars2	WARS2
Trs20	trappc2	0610009B22Rik	TRAPPC2
Trs23	trappc4	Trappc4	TRAPPC4
Trs31	trappc5	Trappc5	TRAPPC5
Trs33	trappc6b	Trappc6b	TRAPPC6B
Ts	tyms	Tyms	TYMS
Tsc1	tsc1b	Tsc1	TSC1
Tsf3	tfa	Trf	TF
Tsp5D	tspan9b	Tspan9	TSPAN9
Tsp66E	cd82b	Cd82	CD82
Tsp74F	cd151l	Cd151	CD151
Tsp96F	cd81a	Cd81	CD81
Tsp97E	tspan31	Tspan31	TSPAN31
Tspo	tspo	Tspo	TSPO
Tsr1	tsr1	Tsr1	TSR1
Ttc19	ttc19	Ttc19	TTC19
Ttc30	flr	Ttc30b	TTC30B
Ttc7	ttc7b	Ttc7b	TTC7B
Tudor-SN	snd1	Snd1	SND1
Tusp	tulp4a	Tulp4	TULP4
Txl	txnl1	Txnl1	TXNL1
TyrRS	yars	Yars	YARS
TyrRS-m	yars2	Yars2	YARS2
U2A	snrpa1	Snrpa1	SNRPA1
U2af38	u2af1	U2af1	U2AF1
U3-55K	rrp9	Rrp9	RRP9
U4-U6-60K	prpf4	Prpf4	PRPF4
UBL3	ubl3a	Ubl3	UBL3
UGP	ugp2a	Ugp2	UGP2
UQCR-C1	pmpcb	Pmpcb	PMPCB
UQCR-C2	uqcrc2b	Uqcrc2	UQCRC2
UQCR-Q	uqcrq	Uqcrq	UQCRQ
Uba1	uba1	Uba1	UBA1
Uba2	uba2	Uba2	UBA2
Uba3	uba3	Uba3	UBA3
Uba4	mocs3	Mocs3	MOCS3
Uba5	uba5	Uba5	UBA5
Ubc10	ube2l3b	Ube2l3	UBE2L3
Ubc2	ube2e2	Ube2e2	UBE2E2
Ubc4	ube2kb	Ube2k	UBE2K
Ubc6	ube2b	Ube2b	UBE2B
Ubc7	ube2g2	Ube2g2	UBE2G2
Ube3a	ube3a	Ube3a	UBE3A
Ublcp1	ublcp1	Ublcp1	UBLCP1
Ubr1	ubr2	Ubr2	UBR2
Ubr3	ubr3	Ubr3	UBR3
Uch	uchl3	Uchl3	UCHL3
Uck	uck2a	Uck2	UCK2
Uev1A	ube2v2	Ube2v2	UBE2V2
Ufc1	ufc1	Ufc1	UFC1
Ufd4	hectd1	Hectd1	HECTD1
Ufm1	ufm1	Ufm1	UFM1
Ugalt	slc35a2	Slc35a2	SLC35A2
Unr	csde1	Csde1	CSDE1
Updo	urod	Urod	UROD
Upf1	upf1	Upf1	UPF1
Upf3	upf3a	Upf3a	UPF3A
Urm1	urm1	Urm1	URM1
Use1	use1	Use1	USE1
Usp1	usp1	Usp1	USP1
Usp10	usp10	Usp10	USP10
Usp14	usp14	Usp14	USP14
Usp16-45	usp45	Usp45	USP45
Usp20-33	usp20	Usp20	USP20
Usp30	usp30	Usp30	USP30
Usp32	usp32	Usp32	USP32
Usp39	usp39	Usp39	USP39
Usp47	usp47	Usp47	USP47
Usp5	usp5	Usp5	USP5
Usp7	usp7	Usp7	USP7
Usp8	usp8	Usp8	USP8
Utx	kdm6a	Kdm6a	KDM6A
Uvrag	uvrag	Uvrag	UVRAG
Uxt	uxt	Uxt	UXT
VGAT	slc32a1	Slc32a1	SLC32A1
Vamp7	sybl1	Vamp7	VAMP7
Vang	vangl1	Vangl1	VANGL1
Vap33	vapb	Vapb	VAPB
Vav	vav3b	Vav3	VAV3
Vdup1	txnipa	Txnip	TXNIP
Vha13	atp6v1g1	Atp6v1g1	ATP6V1G1
Vha26	atp6v1e1b	Atp6v1e1	ATP6V1E1
Vha44	atp6v1c1a	Atp6v1c1	ATP6V1C1
Vha55	atp6v1b2	Atp6v1b2	ATP6V1B2
VhaSFD	atp6v1h	Atp6v1h	ATP6V1H
Vinc	vcla	Vcl	VCL
Vps11	vps11	Vps11	VPS11
Vps13	vps13a	Vps13a	VPS13A
Vps13D	vps13d	Vps13d	VPS13D
Vps15	pik3r4	Pik3r4	PIK3R4
Vps16A	vps16	Vps16	VPS16
Vps20	chmp6b	Chmp6	CHMP6
Vps24	chmp3	Chmp3	RNF103-CHMP3
Vps25	vps25	Vps25	VPS25
Vps26	vps26bl	Vps26b	VPS26B
Vps29	vps29	Vps29	VPS29
Vps33B	vps33b	Vps33b	VPS33B
Vps35	vps35	Vps35	VPS35
Vps36	vps36	Vps36	VPS36
Vps37B	vps37b	Vps37b	VPS37B
Vps39	vps39	Vps39	VPS39
Vps4	vps4b	Vps4b	VPS4B
Vps45	vps45	Vps45	VPS45
Vps52	vps52	Vps52	VPS52
Vps53	vps53	Vps53	VPS53
Vps60	chmp5b	Chmp5	CHMP5
Vps8	vps8	Vps8	VPS8
Vsp37A	vps37a	Vps37a	VPS37A
Vta1	vta1	Vta1	VTA1
Vti1a	vti1a	Vti1a	VTI1A
WDR79	wrap53	Wrap53	WRAP53
WDY	wdr95	Wdr95	WDR49
Wbp2	wbp2	Wbp2	WBP2
Wdfy2	wdfy2	Wdfy2	WDFY2
Wdr24	wdr24	Wdr24	WDR24
Wdr33	wdr33	Wdr33	WDR33
Wdr59	wdr59	Wdr59	WDR59
Wdr62	wdr62	Wdr62	WDR62
Wdr81	wdr81	Wdr81	WDR81
Wdr92	wdr92	Wdr92	WDR92
Wnk	wnk1a	Wnk1	WNK1
Wwox	wwox	Wwox	WWOX
XRCC1	xrcc1	Xrcc1	XRCC1
Xbp1	xbp1	Xbp1	XBP1
Xe7	akap17a	Akap17b	AKAP17A
Xpac	xpa	Xpa	XPA
Xpc	xpc	Xpc	XPC
Xpd	ercc2	Ercc2	ERCC2
YME1L	yme1l1a	Yme1l1	YME1L1
Yeti	cfdp1	Cfdp1	CFDP1
Yif1	yif1b	Yif1b	YIF1B
Yip1d1	yipf5	Yipf5	YIPF5
Yippee	ypel5	Ypel5	YPEL5
Ykt6	ykt6	Ykt6	YKT6
Ythdc1	ythdc1	Ythdc1	YTHDC1
ZAP3	ylpm1	Ylpm1	YLPM1
ZC3H3	zc3h3	Zc3h3	ZC3H3
Zcchc7	zcchc7	Zcchc7	ZCCHC7
Zfrp8	pdcd2	Pdcd2	PDCD2
Zip102B	slc39a9	Slc39a9	SLC39A9
Zip99C	slc39a13	Slc39a13	SLC39A13
Ziz	dock9b	Dock9	DOCK9
Zn72D	zfr	Zfr	ZFR
ZnT49B	slc30a9	Slc30a9	SLC30A9
ZnT63C	slc30a1a	Slc30a1	SLC30A1
ZnT86D	slc30a7	Slc30a7	SLC30A7
Zw10	zw10	Zw10	ZW10
Zwilch	zwilch	Zwilch	ZWILCH
Zyx	lpp	Lpp	LPP
aPKC	prkci	Prkci	PRKCI
aay	psph	Psph	PSPH
abo	det1	Det1	DET1
abs	ddx41	Ddx41	DDX41
adp	wdtc1	Wdtc1	WDTC1
ago	fbxw7	Fbxw7	FBXW7
agt	mgmt	Mgmt	MGMT
akirin	akirin2	Akirin2	AKIRIN2
alc	prkab1a	Prkab1	PRKAB1
alien	cops2	Cops2	COPS2
alpha-Man-Ia	man1a2	Man1a2	MAN1A2
alpha-Man-Ib	man1b1a	Man1b1	MAN1B1
alpha-PheRS	farsa	Farsa	FARSA
alphaCOP	copa	Copa	COPA
alphaSnap	napab	Napa	NAPA
amx	tm2d3	Tm2d3	TM2D3
ana3	rttn	Rttn	RTTN
angel	angel1	Angel1	ANGEL1
anne	atp13a3	Atp13a3	ATP13A3
anox	acbd6	Acbd6	ACBD6
aop	etv7	Etv6	ETV6
aph-1	aph1b	Aph1b	APH1B
app	zdhhc14	Zdhhc14	ZDHHC14
aqz	pnrc2	Pnrc2	PNRC2
aralar1	slc25a12	Slc25a12	SLC25A12
arg	arg2	Arg2	ARG2
ari-2	arih2	Arih2	ARIH2
arm	ctnnb1	Ctnnb1	CTNNB1
ash1	ash1l	Ash1l	ASH1L
ash2	ash2l	Ash2l	ASH2L
asl	cep152	Cep152	CEP152
asp	aspm	Aspm	ASPM
asrij	ociad1	Ociad1	OCIAD1
atl	atl1	Atl1	ATL1
aux	gak	Gak	GAK
ave	samd10b	Samd10	SAMD10
babo	acvr1bb	Acvr1b	ACVR1B
baf	banf1	Banf1	BANF1
bai	tmed10	Tmed10	TMED10
ball	vrk1	Vrk1	VRK1
barc	htatsf1	Htatsf1	HTATSF1
barr	ncaph	Ncaph	NCAPH
bc10	blcap	Blcap	BLCAP
bchs	wdfy3	Wdfy3	WDFY3
bcn92	lyrm4	Lyrm4	LYRM4
beag	ik	Ik	IK
beg	mcat	Mcat	MCAT
ben	ube2na	Ube2n	UBE2N
beta'COP	copb2	Copb2	COPB2
beta-Man	manba	Manba	MANBA
beta-PheRS	farsb	Farsb	FARSB
beta3GalTII	b3galt6	B3galt6	B3GALT6
beta4GalT7	b4galt7	B4galt7	B4GALT7
betaCOP	copb1	Copb1	COPB1
betaTub60D	tubb6	Tubb6	TUBB6
betaTub85D	tubb5	Tubb5	TUBB
betaTub97EF	tubb2	Tubb2a	TUBB2A
betaggt-I	pggt1b	Pggt1b	PGGT1B
betaggt-II	rabggtb	Rabggtb	RABGGTB
bigmax	mlx	Mlx	MLX
bip2	taf3	Taf3	TAF3
boi	cdon	Cdon	CDON
bon	trim33	Trim33	TRIM33
bonsai	mrps15	Mrps15	MRPS15
botv	extl3	Extl3	EXTL3
brm	smarca2	Smarca2	SMARCA2
brp	erc1a	Erc1	ERC1
bru3	celf4	Celf4	CELF4
bs	srfa	Srf	SRF
bsk	mapk8a	Mapk8	MAPK8
btsz	sytl4	Sytl4	SYTL4
btz	casc3	Casc3	CASC3
bun	tsc22d2	Tsc22d2	TSC22D2
bur	gmps	Gmps	GMPS
bys	bysl	Bysl	BYSL
c-cup	nenf	Nenf	NENF
c12.1	cwc15	Cwc15	CWC15
cN-IIIB	nt5c3a	Nt5c3	NT5C3A
calypso	bap1	Bap1	BAP1
capt	cap1	Cap1	CAP1
car	vps33a	Vps33a	VPS33A
casp	faf1	Faf1	FAF1
cass	api5	Api5	API5
cathD	ctsd	Ctsd	CTSD
cbc	clp1	Clp1	CLP1
cbs	golga1	Golga1	GOLGA1
cbt	klf11a	Klf11	KLF11
cdc14	cdc14ab	Cdc14a	CDC14A
cdi	tesk2	Tesk2	TESK2
cdm	ipo13	Ipo13	IPO13
cep290	cep290	Cep290	CEP290
chb	clasp2	Clasp2	CLASP2
cib	tmsb4x	Tmsb4x	TMSB4X
cic	cicb	Cic	CIC
ck	myo7aa	Myo7a	MYO7A
cm	ap3m1	Ap3m1	AP3M1
cn	kmo	Kmo	KMO
cnc	nfe2l2a	Nfe2l2	NFE2L2
cnir	cnih4	Cnih4	CNIH4
coro	coro1ca	Coro1c	CORO1C
cpa	capza1a	Capza1	CAPZA1
cpb	capzb	Capzb	CAPZB
cpo	rbpms2a	Rbpms2	RBPMS2
crc	atf4a	Atf4	ATF4
crm	cramp1	Cramp1l	CRAMP1
crn	crnkl1	Crnkl1	CRNKL1
crp	tfap4	Tfap4	TFAP4
csul	prmt5	Prmt5	PRMT5
ct	cux1a	Cux1	CUX1
cta	gna12a	Gna12	GNA12
ctrip	trip12	Trip12	TRIP12
cutlet	chtf18	Chtf18	CHTF18
cyc	arntl1a	Arntl	ARNTL
cyp33	ppie	Ppie	PPIE
d4	dpf3	Dpf3	DPF3
da	tcf12	Tcf12	TCF12
dac	dacha	Dach2	DACH2
dap	cdkn1ca	Cdkn1c	CDKN1C
dare	fdxr	Fdxr	FDXR
dbe	krr1	Krr1	KRR1
dbo	klhl20	Klhl20	KLHL20
defl	ints7	Ints7	INTS7
deltaCOP	arcn1a	Arcn1	ARCN1
dgt6	haus6	Haus6	HAUS6
dikar	cecr2	Cecr2	CECR2
dimm	bhlha15	Bhlha15	BHLHA15
disp	disp1	Disp1	DISP1
dl	rel	Rel	REL
dlt	cdan1	Cdan1	CDAN1
dnc	pde4d	Pde4d	PDE4D
dnk	tk2	Tk2	TK2
dnr1	mylipa	Mylip	MYLIP
dock	nck1b	Nck1	NCK1
dor	vps18	Vps18	VPS18
dos	gab1	Gab1	GAB1
dpa	mcm4	Mcm4	MCM4
drk	grb2b	Grb2	GRB2
drongo	agfg1a	Agfg1	AGFG1
dsd	atrnl1b	Atrnl1	ATRNL1
dup	cdt1	Cdt1	CDT1
e(r)	erh	Erh	ERH
e(y)3	phf10	Phf10	PHF10
eEF1beta	eef1b2	Eef1b2	EEF1B2
eEF1delta	eef1db	Eef1d	EEF1D
eEF2	eef2b	Eef2	EEF2
eEF5	eif5a	Eif5a	EIF5A
eEFSec	eefsec	Eefsec	EEFSEC
eIF1A	eif1axa	Eif1ax	EIF1AX
eIF2Balpha	eif2b1	Eif2b1	EIF2B1
eIF2Bbeta	eif2b2	Eif2b2	EIF2B2
eIF2Bdelta	eif2b4	Eif2b4	EIF2B4
eIF2Bepsilon	eif2b5	Eif2b5	EIF2B5
eIF2Bgamma	eif2b3	Eif2b3	EIF2B3
eIF2D	eif2d	Eif2d	EIF2D
eIF2beta	eif2s2	Eif2s2	EIF2S2
eIF2gamma	eif2s3	Eif2s3x	EIF2S3
eIF3a	eif3s10	Eif3a	EIF3A
eIF3b	eif3ba	Eif3b	EIF3B
eIF3c	eif3c	Eif3c	EIF3CL
eIF3e	eif3eb	Eif3e	EIF3E
eIF3h	eif3hb	Eif3h	EIF3H
eIF3i	eif3i	Eif3i	EIF3I
eIF3k	eif3k	Eif3k	EIF3K
eIF3l	eif3s6ip	Eif3l	EIF3L
eIF3m	eif3m	Eif3m	EIF3M
eIF4B	eif4bb	Eif4b	EIF4B
eIF4G1	eif4g1a	Eif4g1	EIF4G1
eIF5	eif5	Eif5	EIF5
eIF5B	eif5b	Eif5b	EIF5B
eIF6	eif6	Eif6	EIF6
eRF1	etf1b	Etf1	ETF1
eRF3	gspt1	Gspt1	GSPT1
eas	etnk1	Etnk1	ETNK1
ebi	tbl1x	Tbl1x	TBL1X
ebo	xpo6	Xpo6	XPO6
ec	usp54a	Usp54	USP54
eca	tmed4	Tmed4	TMED4
ecd	ecd	Ecd	ECD
eco	esco2	Esco2	ESCO2
eff	ube2d3	Ube2d3	UBE2D3
egg	setdb1b	Setdb1	SETDB1
elg1	atad5a	Atad5	ATAD5
ema	clec16a	Clec16a	CLEC16A
emb	xpo1b	Xpo1	XPO1
ena	enah	Enah	ENAH
enc	arpp21	Arpp21	ARPP21
endos	arpp19b	Arpp19	ARPP19
epsilonCOP	cope	Cope	COPE
ergic53	lman1	Lman1	LMAN1
ewg	nrf1	Nrf1	NRF1
ex	frmd6	Frmd6	FRMD6
eya	eya2	Eya2	EYA2
f	espn	Espn	ESPN
faf	usp9	Usp9x	USP9X
fal	samhd1	Samhd1	SAMHD1
fand	xab2	Xab2	XAB2
fbp	fbp1a	Fbp1	FBP1
fh	fxn	Fxn	FXN
fidipidine	ccdc93	Ccdc93	CCDC93
fl(2)d	wtap	Wtap	WTAP
fliI	flii	Flii	FLII
flr	wdr1	Wdr1	WDR1
flw	ppp1cb	Ppp1cb	PPP1CB
fmt	ppp6r2a	Ppp6r2	PPP6R2
fng	rfng	Rfng	RFNG
foi	slc39a10	Slc39a10	SLC39A10
fray	oxsr1b	Oxsr1	OXSR1
frj	mboat7	Mboat7	MBOAT7
frtz	wdpcp	Wdpcp	WDPCP
fry	fryl	Fryl	FRYL
fs(2)ltoPP43	slc7a6os	Slc7a6os	SLC7A6OS
fsd	tmem183a	Tmem183a	TMEM183A
fu	stk36	Stk36	STK36
fwd	pi4kb	Pi4kb	PI4KB
fws	cog5	Cog5	COG5
fz	fzd7b	Fzd7	FZD7
fz2	fzd5	Fzd5	FZD5
fzo	mfn1b	Mfn1	MFN1
fzr	fzr1a	Fzr1	FZR1
g	ap3d1	Ap3d1	AP3D1
gammaCOP	copg2	Copg2	COPG2
garz	gbf1	Gbf1	GBF1
gbb	bmp7b	Bmp7	BMP7
gcl	gmcl1	Gmcl1	GMCL1
gdl	dgcr6	Dgcr6	DGCR6L
gem	tfcp2	Tfcp2	TFCP2
geminin	gmnn	Gmnn	GMNN
gkt	tdp1	Tdp1	TDP1
glo	hnrnph3	Hnrnph3	HNRNPH3
glu	smc4	Smc4	SMC4
gny	alg6	Alg6	ALG6
gpp	dot1l	Dot1l	DOT1L
grn	gata2a	Gata2	GATA2
gro	tle3b	Tle3	TLE3
grp	chek1	Chek1	CHEK1
grsm	npepl1	Npepl1	NPEPL1
gus	spsb4a	Spsb4	SPSB4
gw	tnrc6c1	Tnrc6c	TNRC6C
gwl	mastl	Mastl	MASTL
hay	ercc3	Ercc3	ERCC3
hdc	heca	Heca	HECA
heix	ubiad1	Ubiad1	UBIAD1
hep	map2k7	Map2k7	MAP2K7
heph	ptbp1a	Ptbp1	PTBP1
hfp	puf60a	Puf60	PUF60
hiw	mycbp2	Mycbp2	MYCBP2
holn1	cd2bp2	Cd2bp2	CD2BP2
homer	homer1b	Homer1	HOMER1
hook	hook1	Hook1	HOOK1
hpo	stk3	Stk3	STK3
hrg	papolg	Papolg	PAPOLG
hth	meis1b	Meis1	MEIS1
htk	arid4a	Arid4a	ARID4A
hts	add3a	Add3	ADD3
htt	htt	Htt	HTT
hyd	ubr5	Ubr5	UBR5
iPLA2-VIA	pla2g6	Pla2g6	PLA2G6
icln	clns1a	Clns1a	CLNS1A
ics	rsu1	Rsu1	RSU1
ida	anapc5	Anapc5	ANAPC5
if	itga5	Itga5	ITGA5
in	intu	Intu	INTU
inc	kctd5a	Kctd5	KCTD5
isopeptidase-T-3	ubac1	Ubac1	UBAC1
ix	med29	Med29	MED29
jar	myo6b	Myo6	MYO6
jdp	dnajc12	Dnajc12	DNAJC12
jef	mfsd6a	Mfsd6	MFSD6
jet	fbxl15	Fbxl15	FBXL15
jing	aebp2	Aebp2	AEBP2
kappaB-Ras	nkiras1	Nkiras1	NKIRAS1
kat-60L1	katna1	Katna1	KATNA1
kat80	katnb1	Katnb1	KATNB1
kcc	slc12a4	Slc12a4	SLC12A4
key	optn	Optn	OPTN
kin17	kin	Kin	KIN
kis	chd8	Chd8	CHD8
kra	bzw1a	Bzw1	BZW1
ksh	tmem167a	Tmem167	TMEM167A
ksr	ksr1a	Ksr1	KSR1
kto	med12	Med12	MED12
kz	dhx37	Dhx37	DHX37
l(1)10Bb	bud31	Bud31	BUD31
l(1)G0004	pno1	Pno1	PNO1
l(1)G0007	dhx38	Dhx38	DHX38
l(1)G0020	nat10	Nat10	NAT10
l(1)G0045	pop1	Pop1	POP1
l(1)G0289	plxdc2	Plxdc2	PLXDC2
l(1)G0320	ssr1	Ssr1	SSR1
l(2)05287	wdr75	Wdr75	WDR75
l(2)09851	grwd1	Grwd1	GRWD1
l(2)10685	nsun4	Nsun4	NSUN4
l(2)34Fd	nol10	Nol10	NOL10
l(2)35Be	ankrd49	Ankrd49	ANKRD49
l(2)37Cb	dhx16	Dhx16	DHX16
l(2)37Cc	phb	Phb	PHB
l(2)37Cd	gtf3c5	Gtf3c5	GTF3C5
l(2)37Cg	polr1d	Polr1d	POLR1D
l(2)41Ab	ccdc40	Ccdc40	CCDC40
l(2)dtl	dtl	Dtl	DTL
l(2)gl	llgl1	Llgl1	LLGL1
l(2)k09022	heatr1	Heatr1	HEATR1
l(2)k09848	wdr74	Wdr74	WDR74
l(2)k10201	znf511	Zfp511	ZNF511
l(2)k14505	atpaf2	Atpaf2	ATPAF2
l(3)05822	sh3d19	Sh3d19	SH3D19
l(3)72Ab	snrnp200	Snrnp200	SNRNP200
l(3)L1231	ino80db	Ino80d	INO80D
l(3)neo43	cox16	Cox16	COX16
lama	plbd1	Plbd1	PLBD1
lap	picalma	Picalm	PICALM
lark	rbm4.2	Rbm4b	RBM4B
lbk	lrig1	Lrig1	LRIG1
ldbr	dbr1	Dbr1	DBR1
ldlCp	cog2	Cog2	COG2
lft	lix1l	Lix1l	LIX1L
lgs	bcl9	Bcl9	BCL9
lic	map2k6	Map2k6	MAP2K6
lili	lmbr1l	Lmbr1l	LMBR1L
lilli	aff2	Aff2	AFF2
lmd	glis3	Glis3	GLIS3
lmgA	anapc11	Anapc11	ANAPC11
lok	chek2	Chek2	CHEK2
lost	mthfsd	Mthfsd	MTHFSD
lqfR	clint1a	Clint1	CLINT1
lsn	snf8	Snf8	SNF8
lt	vps41	Vps41	VPS41
luna	klf6a	Klf6	KLF6
lute	btbd6b	Btbd6	BTBD6
lwr	ube2ia	Ube2i	UBE2I
mAChR-A	chrm3a	Chrm3	CHRM3
mEFG1	gfm1	Gfm1	GFM1
mEFTs	tsfm	Tsfm	TSFM
mIF2	mtif2	Mtif2	MTIF2
mIF3	mtif3	Mtif3	MTIF3
mRF1	mtrf1l	Mtrf1l	MTRF1L
mRNA-cap	rngtt	Rngtt	RNGTT
mRRF1	mrrf	Mrrf	MRRF
mRRF2	gfm2	Gfm2	GFM2
mRpL1	mrpl1	Mrpl1	MRPL1
mRpL10	mrpl10	Mrpl10	MRPL10
mRpL11	mrpl11	Mrpl11	MRPL11
mRpL12	mrpl12	Mrpl12	MRPL12
mRpL13	mrpl13	Mrpl13	MRPL13
mRpL14	mrpl14	Mrpl14	MRPL14
mRpL15	mrpl15	Mrpl15	MRPL15
mRpL16	mrpl16	Mrpl16	MRPL16
mRpL17	mrpl17	Mrpl17	MRPL17
mRpL18	mrpl18	Mrpl18	MRPL18
mRpL19	mrpl19	Mrpl19	MRPL19
mRpL2	mrpl2	Mrpl2	MRPL2
mRpL20	mrpl20	Mrpl20	MRPL20
mRpL21	mrpl21	Mrpl21	MRPL21
mRpL22	mrpl22	Mrpl22	MRPL22
mRpL23	mrpl23	Mrpl23	MRPL23
mRpL24	mrpl24	Mrpl24	MRPL24
mRpL27	mrpl27	Mrpl27	MRPL27
mRpL28	mrpl28	Mrpl28	MRPL28
mRpL3	mrpl3	Mrpl3	MRPL3
mRpL30	mrpl30	Mrpl30	MRPL30
mRpL32	mrpl32	Mrpl32	MRPL32
mRpL33	mrpl33	Mrpl33	MRPL33
mRpL34	mrpl34	Mrpl34	MRPL34
mRpL35	mrpl35	Mrpl35	MRPL35
mRpL36	mrpl36	Mrpl36	MRPL36
mRpL37	mrpl37	Mrpl37	MRPL37
mRpL38	mrpl38	Mrpl38	MRPL38
mRpL39	mrpl39	Mrpl39	MRPL39
mRpL4	mrpl4	Mrpl4	MRPL4
mRpL40	mrpl40	Mrpl40	MRPL40
mRpL41	mrpl41	Mrpl41	MRPL41
mRpL42	mrpl42	Mrpl42	MRPL42
mRpL43	mrpl43	Mrpl43	MRPL43
mRpL44	mrpl44	Mrpl44	MRPL44
mRpL45	mrpl45	Mrpl45	MRPL45
mRpL46	mrpl46	Mrpl46	MRPL46
mRpL47	mrpl47	Mrpl47	MRPL47
mRpL48	mrpl48	Mrpl48	MRPL48
mRpL51	mrpl51	Mrpl51	MRPL51
mRpL54	mrpl54	Mrpl54	MRPL54
mRpL9	mrpl9	Mrpl9	MRPL9
mRpS10	mrps10	Mrps10	MRPS10
mRpS11	mrps11	Mrps11	MRPS11
mRpS14	mrps14	Mrps14	MRPS14
mRpS16	mrps16	Mrps16	MRPS16
mRpS17	mrps17	Mrps17	MRPS17
mRpS18A	mrps18a	Mrps18a	MRPS18A
mRpS18B	mrps18b	Mrps18b	MRPS18B
mRpS18C	mrps18c	Mrps18c	MRPS18C
mRpS2	mrps2	Mrps2	MRPS2
mRpS21	mrps21	Mrps21	MRPS21
mRpS22	mrps22	Mrps22	MRPS22
mRpS23	mrps23	Mrps23	MRPS23
mRpS24	mrps24	Mrps24	MRPS24
mRpS25	mrps25	Mrps25	MRPS25
mRpS26	mrps26	Mrps26	MRPS26
mRpS28	mrps28	Mrps28	MRPS28
mRpS29	dap3	Dap3	DAP3
mRpS30	mrps30	Mrps30	MRPS30
mRpS31	mrps31	Mrps31	MRPS31
mRpS33	mrps33	Mrps33	MRPS33
mRpS34	mrps34	Mrps34	MRPS34
mRpS35	mrps35	Mrps35	MRPS35
mRpS5	mrps5	Mrps5	MRPS5
mRpS6	mrps6	Mrps6	MRPS6
mRpS7	mrps7	Mrps7	MRPS7
mRpS9	mrps9	Mrps9	MRPS9
mad2	mad2l1	Mad2l1	MAD2L1
maf-S	mafk	Mafk	MAFK
mago	magoh	Magohb	MAGOHB
mam	maml3	Maml3	MAML3
mars	dlgap5	Dlgap5	DLGAP5
mask	ankhd1	Ankhd1	ANKHD1-EIF4EBP3
mats	mob1ba	Mob1b	MOB1B
mbf1	edf1	Edf1	EDF1
mbo	nup88	Nup88	NUP88
mbt	pak4	Pak4	PAK4
mdlc	rnf113a	Rnf113a1	RNF113A
mdy	dgat1a	Dgat1	DGAT1
me31B	ddx6	Ddx6	DDX6
mei-41	atr	Atr	ATR
mei-9	ercc4	Ercc4	ERCC4
meigo	slc35b1	Slc35b1	SLC35B1
metl	mettl2a	Mettl2	METTL2A
metro	mpp7a	Mpp7	MPP7
mew	itga6a	Itga6	ITGA6
mfrn	slc25a37	Slc25a37	SLC25A37
mge	tomm22	Tomm22	TOMM22
mib1	mib1	Mib1	MIB1
mino	gpam	Gpam	GPAM
mio	mios	Mios	MIOS
mip40	lin37	Lin37	LIN37
mle	dhx9	Dhx9	DHX9
mlt	tbcelb	Tbcel	TBCEL
mmd	adam11	Adam11	ADAM11
mms4	eme1	Eme1	EME1
mmy	uap1	Uap1	UAP1
mnb	dyrk1b	Dyrk1b	DYRK1B
mon2	mon2	Mon2	MON2
moody	gpr84	Gpr84	GPR84
