FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
AnxB9	42492	FBgn0000083	AnxB9	Mouse	11744	108481	Anxa11	12	11.93	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
Aos1	41532	FBgn0029512	Aos1	Mouse	56459	1929264	Sae1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ApepP	35029	FBgn0026150	ApepP	Mouse	170750	2180003	Xpnpep1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Apf	318908	FBgn0051713	Apf	Mouse	66401	1913651	Nudt2	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Aplip1	53472	FBgn0040281	Aplip1	Mouse	19099	1309464	Mapk8ip1	10	9.68	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Aprt	48224	FBgn0000109	Aprt	Mouse	11821	88061	Aprt	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Aps	39226	FBgn0036111	Aps	Mouse	56409	1928484	Nudt3	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Archease	42551	FBgn0038893	Archease	Mouse	67106	1914356	Zbtb8os	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arf102F	43823	FBgn0013749	Arf102F	Mouse	11843	99433	Arf4	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arf51F	36699	FBgn0013750	Arf51F	Mouse	11845	99435	Arf6	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arf79F	40506	FBgn0010348	Arf79F	Mouse	11840	99431	Arf1	14	13.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
ArfGAP1	39417	FBgn0020655	ArfGAP1	Mouse	228998	2183559	Arfgap1	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ArfGAP3	40487	FBgn0037182	ArfGAP3	Mouse	77038	1924288	Arfgap2	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arfip	41353	FBgn0037884	Arfip	Mouse	76932	1924182	Arfip2	14	13.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Arfrp1	31841	FBgn0030088	Arfrp1	Mouse	76688	1923938	Arfrp1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ArgRS	32539	FBgn0027093	ArgRS	Mouse	104458	1914297	Rars	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ArgRS-m	40929	FBgn0037526	ArgRS-m	Mouse	109093	1923596	Rars2	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Argk	39041	FBgn0000116	Argk	Mouse	12715	88413	Ckm	11	10.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam
Argl	3771738	FBgn0032076	Argl	Mouse	109900	88084	Asl	11	10.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
Arl1	39745	FBgn0000115	Arl1	Mouse	104303	99436	Arl1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl2	40993	FBgn0004908	Arl2	Mouse	56327	1928393	Arl2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl4	43771	FBgn0039889	Arl4	Mouse	11861	99437	Arl4a	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl6	37236	FBgn0034446	Arl6	Mouse	56297	1927136	Arl6	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl6IP1	42027	FBgn0038453	Arl6IP1	Mouse	54208	1858943	Arl6ip1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl8	40961	FBgn0037551	Arl8	Mouse	67166	1914416	Arl8b	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp1	41566	FBgn0011745	Arp1	Mouse	54130	1858964	Actr1a	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp10	32969	FBgn0031050	Arp10	Mouse	56444	1891654	Actr10	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp2	32623	FBgn0011742	Arp2	Mouse	66713	1913963	Actr2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp3	38898	FBgn0262716	Arp3	Mouse	74117	1921367	Actr3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp5	42173	FBgn0038576	Arp5	Mouse	109275	1924748	Actr5	13	12.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Arp6	32514	FBgn0011741	Arp6	Mouse	67019	1914269	Actr6	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp8	32769	FBgn0030877	Arp8	Mouse	56249	1860775	Actr8	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arpc2	35311	FBgn0032859	Arpc2	Mouse	76709	1923959	Arpc2	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Arpc4	33864	FBgn0284255	Arpc4	Mouse	68089	1915339	Arpc4	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Arpc5	33444	FBgn0031437	Arpc5	Mouse	67771	1915021	Arpc5	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ars2	35539	FBgn0033062	Ars2	Mouse	83701	1933527	Srrt	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art3	41837	FBgn0038306	Art3	Mouse	71974	1919224	Prmt3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art4	41219	FBgn0037770	Art4	Mouse	59035	1913208	Carm1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art7	37664	FBgn0034817	Art7	Mouse	214572	2384879	Prmt7	13	12.71	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Art8	34528	FBgn0032329	Art8	Mouse	99890	2139971	Prmt6	6	5.99	high	Yes	Yes	eggNOG, Homologene, Isobase, OMA, Panther, RoundUp
Arv1	318031	FBgn0052442	Arv1	Mouse	68865	1916115	Arv1	11	10.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asap	35783	FBgn0050372	Asap	Mouse	211914	2685438	Asap2	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asator	43794	FBgn0039908	Asator	Mouse	140810	2155779	Ttbk2	7	6.86	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
Asciz	38381	FBgn0035407	Asciz	Mouse	234776	2682328	Atmin	6	5.98	high	Yes	Yes	eggNOG, Inparanoid, OrthoInspector, orthoMCL, Panther, RoundUp
Ask1	42366	FBgn0014006	Ask1	Mouse	270672	2448588	Map3k15	14	13.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
AsnRS	35194	FBgn0086443	AsnRS	Mouse	70223	1917473	Nars	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
AsnRS-m	36909	FBgn0034177	AsnRS-m	Mouse	244141	2142075	Nars2	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
AsnS	2768965	FBgn0270926	AsnS	Mouse	27053	1350929	Asns	10	9.7	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
AspRS	36420	FBgn0002069	AspRS	Mouse	226414	2442544	Dars	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
AspRS-m	326155	FBgn0051739	AspRS-m	Mouse	226539	2442510	Dars2	13	12.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asph	36778	FBgn0034075	Asph	Mouse	65973	1914186	Asph	10	9.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Ass	40812	FBgn0026565	Ass	Mouse	11898	88090	Ass1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asx	36612	FBgn0261823	Asx	Mouse	75302	1922552	Asxl2	8	7.97	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
Atac1	33977	FBgn0031876	Atac1	Mouse	108946	1920453	Zzz3	9	8.82	high	Yes	Yes	Compara, Homologene, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Atac3	38055	FBgn0052343	Atac3	Mouse	213054	95612	Gabpb2	9	8.84	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ate1	37288	FBgn0025720	Ate1	Mouse	11907	1333870	Ate1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atet	33636	FBgn0020762	Atet	Mouse	192663	1890594	Abcg4	11	10.81	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, Panther, Phylome, TreeFam
Atf3	43867	FBgn0028550	Atf3	Mouse	11910	109384	Atf3	5	4.86	high	Yes	Yes	Compara, eggNOG, orthoMCL, Panther, RoundUp
Atf6	35480	FBgn0033010	Atf6	Mouse	226641	1926157	Atf6	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg1	39454	FBgn0260945	Atg1	Mouse	29869	1352758	Ulk2	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg10	50253	FBgn0040780	Atg10	Mouse	66795	1914045	Atg10	8	7.75	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Atg101	32871	FBgn0030960	Atg101	Mouse	68118	1915368	Atg101	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg12	39383	FBgn0036255	Atg12	Mouse	67526	1914776	Atg12	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg13	40998	FBgn0261108	Atg13	Mouse	51897	1196429	Atg13	9	8.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Atg14	43438	FBgn0039636	Atg14	Mouse	100504663	1261775	Atg14	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg16	326115	FBgn0039705	Atg16	Mouse	77040	1924290	Atg16l1	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg17	40700	FBgn0037363	Atg17	Mouse	12421	1341850	Rb1cc1	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg18b	35396	FBgn0032935	Atg18b	Mouse	52639	1261864	Wipi1	8	7.79	moderate	Yes	No	eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Atg3	40044	FBgn0036813	Atg3	Mouse	67841	1915091	Atg3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg4a	33283	FBgn0031298	Atg4a	Mouse	666468	2147903	Atg4a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg4b	41868	FBgn0038325	Atg4b	Mouse	235040	2444308	Atg4d	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg5	31666	FBgn0029943	Atg5	Mouse	11793	1277186	Atg5	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg6	42850	FBgn0264325	Atg6	Mouse	56208	1891828	Becn1	14	13.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Atg7	37141	FBgn0034366	Atg7	Mouse	74244	1921494	Atg7	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atox1	326216	FBgn0052446	Atox1	Mouse	11927	1333855	Atox1	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atx-1	31624	FBgn0029907	Atx-1	Mouse	52335	3694797	Atxn1l	8	7.81	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
Aven	32215	FBgn0030410	Aven	Mouse	74268	1921518	Aven	2	2	high	Yes	Yes	eggNOG, Panther
Axn	43565	FBgn0026597	Axn	Mouse	12005	1096327	Axin1	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Axs	32645	FBgn0000152	Axs	Mouse	102566	2143103	Ano10	12	11.79	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
B9d1	41888	FBgn0038342	B9d1	Mouse	27078	1351471	B9d1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
B9d2	10178891	FBgn0261683	B9d2	Mouse	232987	2387643	B9d2	9	8.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, TreeFam
BBS1	38780	FBgn0035741	BBS1	Mouse	52028	1277215	Bbs1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BBS4	36167	FBgn0033578	BBS4	Mouse	102774	2143311	Bbs4	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BBS5	40600	FBgn0037280	BBS5	Mouse	72569	1919819	Bbs5	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BBS8	33217	FBgn0031255	BBS8	Mouse	76260	1923510	Ttc8	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BBS9	37439	FBgn0034622	BBS9	Mouse	319845	2442833	Bbs9	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BCAS2	43348	FBgn0039558	BCAS2	Mouse	68183	1915433	Bcas2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BCL7-like	31890	FBgn0026149	BCL7-like	Mouse	77045	1924295	Bcl7a	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BHD	38793	FBgn0261111	BHD	Mouse	216805	2442184	Flcn	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BI-1	38936	FBgn0035871	BI-1	Mouse	110213	99682	Tmbim6	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BOD1	43352	FBgn0039560	BOD1	Mouse	69556	1916806	Bod1	8	7.8	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BTBD9	32000	FBgn0030228	BTBD9	Mouse	224671	1916625	Btbd9	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Baldspot	39860	FBgn0260960	Baldspot	Mouse	170439	2156528	Elovl6	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap111	31846	FBgn0030093	Bap111	Mouse	57376	1927347	Smarce1	10	9.68	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap170	35560	FBgn0042085	Bap170	Mouse	77044	1924294	Arid2	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap60	32268	FBgn0025463	Bap60	Mouse	83797	1933623	Smarcd1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bdp1	34748	FBgn0032512	Bdp1	Mouse	544971	1347077	Bdp1	7	6.79	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
Bem46	44441	FBgn0025109	Bem46	Mouse	68904	1916154	Abhd13	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Best4	39660	FBgn0036491	Best4	Mouse	212989	2387588	Best2	12	11.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Bet1	40094	FBgn0260857	Bet1	Mouse	12068	1343104	Bet1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bet3	39090	FBgn0260859	Bet3	Mouse	27096	1351486	Trappc3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bet5	43590	FBgn0260860	Bet5	Mouse	245828	1098727	Trappc1	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
BicC	34946	FBgn0000182	BicC	Mouse	83675	1933388	Bicc1	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BicD	35051	FBgn0000183	BicD	Mouse	76895	1924145	Bicd2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bili	43019	FBgn0039282	Bili	Mouse	67457	1914707	Frmd8	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Bin1	41965	FBgn0024491	Bin1	Mouse	20220	1277978	Sap18	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bka	46032	FBgn0010520	Bka	Mouse	73736	1920986	Fcf1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Blimp-1	38638	FBgn0035625	Blimp-1	Mouse	12142	99655	Prdm1	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Blm	41366	FBgn0002906	Blm	Mouse	12144	1328362	Blm	10	9.76	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
