FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	ZebrafishGeneID	ZFINID	ZebrafishSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Archease	42551	FBgn0038893	Archease	Zebrafish	550382	ZDB-GENE-050417-176	zbtb8os	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arf51F	36699	FBgn0013750	Arf51F	Zebrafish	336063	ZDB-GENE-030131-8007	arf6a	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
ArfGAP3	40487	FBgn0037182	ArfGAP3	Zebrafish	641490	ZDB-GENE-051120-177	arfgap2	11	10.79	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Arfrp1	31841	FBgn0030088	Arfrp1	Zebrafish	503602	ZDB-GENE-050227-14	arfrp1	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
ArgRS	32539	FBgn0027093	ArgRS	Zebrafish	337070	ZDB-GENE-030131-9014	rars	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
ArgRS-m	40929	FBgn0037526	ArgRS-m	Zebrafish	393589	ZDB-GENE-040426-1244	rars2	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Argl	3771738	FBgn0032076	Argl	Zebrafish	393423	ZDB-GENE-040426-1152	asl	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Arl1	39745	FBgn0000115	Arl1	Zebrafish	436746	ZDB-GENE-040718-175	arl1	11	11.04	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
Arl2	40993	FBgn0004908	Arl2	Zebrafish	449774	ZDB-GENE-041010-19	arl2	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Arl4	43771	FBgn0039889	Arl4	Zebrafish	338267	ZDB-GENE-030219-167	arl4ab	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl6	37236	FBgn0034446	Arl6	Zebrafish	494134	ZDB-GENE-041219-2	arl6	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl6IP1	42027	FBgn0038453	Arl6IP1	Zebrafish	394087	ZDB-GENE-040426-1087	arl6ip1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl8	40961	FBgn0037551	Arl8	Zebrafish	337424	ZDB-GENE-030131-9370	arl8ba	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp1	41566	FBgn0011745	Arp1	Zebrafish	406681	ZDB-GENE-040426-2695	actr1	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp10	32969	FBgn0031050	Arp10	Zebrafish	393139	ZDB-GENE-040426-768	actr10	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Arp3	38898	FBgn0262716	Arp3	Zebrafish	406250	ZDB-GENE-040428-2	actr3	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Arp5	42173	FBgn0038576	Arp5	Zebrafish	406809	ZDB-GENE-040426-2877	actr5	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Arp6	32514	FBgn0011741	Arp6	Zebrafish	324822	ZDB-GENE-030131-3543	actr6	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Arp8	32769	FBgn0030877	Arp8	Zebrafish	326866	ZDB-GENE-030131-5065	actr8	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arpc1	34793	FBgn0001961	Arpc1	Zebrafish	394243	ZDB-GENE-040116-1	arpc1a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arpc2	35311	FBgn0032859	Arpc2	Zebrafish	327068	ZDB-GENE-030131-5276	arpc2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arpc4	33864	FBgn0284255	Arpc4	Zebrafish	114456	ZDB-GENE-010724-9	arpc4	9	8.89	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp
Arpc5	33444	FBgn0031437	Arpc5	Zebrafish	399482	ZDB-GENE-040120-7	arpc5b	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Ars2	35539	FBgn0033062	Ars2	Zebrafish	192311	ZDB-GENE-020419-13	srrt	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art1	41295	FBgn0037834	Art1	Zebrafish	321974	ZDB-GENE-030131-693	prmt1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art3	41837	FBgn0038306	Art3	Zebrafish	550348	ZDB-GENE-041105-1	prmt3	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Art4	41219	FBgn0037770	Art4	Zebrafish	445251	ZDB-GENE-040724-77	carm1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art7	37664	FBgn0034817	Art7	Zebrafish	393475	ZDB-GENE-040426-1560	prmt7	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art8	34528	FBgn0032329	Art8	Zebrafish	448867	ZDB-GENE-040914-7	prmt6	6	6.05	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, Panther, RoundUp
Arv1	318031	FBgn0052442	Arv1	Zebrafish	568203	ZDB-GENE-080204-35	arv1	9	8.72	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Asap	35783	FBgn0050372	Asap	Zebrafish	565859	ZDB-GENE-091112-16	asap1b	11	10.84	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Asciz	38381	FBgn0035407	Asciz	Zebrafish	571606	ZDB-GENE-030616-220	atmin	5	4.93	high	Yes	Yes	eggNOG, OrthoInspector, orthoMCL, Panther, RoundUp
Ask1	42366	FBgn0014006	Ask1	Zebrafish	555703	ZDB-GENE-030827-3	map3k5	11	10.86	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
AsnRS	35194	FBgn0086443	AsnRS	Zebrafish	568332	ZDB-GENE-030131-1016	nars	13	12.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
AsnRS-m	36909	FBgn0034177	AsnRS-m	Zebrafish	561673	ZDB-GENE-060929-596	nars2	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
AsnS	2768965	FBgn0270926	AsnS	Zebrafish	394138	ZDB-GENE-040426-1091	asns	9	8.86	high	Yes	Yes	Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
AspRS	36420	FBgn0002069	AspRS	Zebrafish	324025	ZDB-GENE-061110-135	dars	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
AspRS-m	326155	FBgn0051739	AspRS-m	Zebrafish	571144	ZDB-GENE-070912-443	dars2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asph	36778	FBgn0034075	Asph	Zebrafish	323659	ZDB-GENE-031112-5	asph	5	4.94	high	Yes	Yes	Compara, eggNOG, OMA, OrthoFinder, Panther
Ass	40812	FBgn0026565	Ass	Zebrafish	447864	ZDB-GENE-040912-178	ass1	11	11.04	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
Asx	36612	FBgn0261823	Asx	Zebrafish	100150267	ZDB-GENE-100412-1	asxl2	8	7.97	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
Atac1	33977	FBgn0031876	Atac1	Zebrafish	567022	ZDB-GENE-030131-6450	zzz3	8	7.87	high	Yes	Yes	Compara, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Atf6	35480	FBgn0033010	Atf6	Zebrafish	558071	ZDB-GENE-041014-328	atf6	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg1	39454	FBgn0260945	Atg1	Zebrafish	558848	ZDB-GENE-071203-2	ulk1b	10	9.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
Atg10	50253	FBgn0040780	Atg10	Zebrafish	641330	ZDB-GENE-051030-72	atg10	6	5.68	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, orthoMCL, Phylome, TreeFam
Atg101	32871	FBgn0030960	Atg101	Zebrafish	567680	ZDB-GENE-051030-36	atg101	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg12	39383	FBgn0036255	Atg12	Zebrafish	570965	ZDB-GENE-071205-7	atg12	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg13	40998	FBgn0261108	Atg13	Zebrafish	393405	ZDB-GENE-040426-1149	atg13	9	8.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
Atg16	326115	FBgn0039705	Atg16	Zebrafish	550552	ZDB-GENE-050417-401	atg16l1	7	6.96	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome
Atg3	40044	FBgn0036813	Atg3	Zebrafish	336632	ZDB-GENE-030131-8576	atg3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg4a	33283	FBgn0031298	Atg4a	Zebrafish	448859	ZDB-GENE-040917-3	atg4b	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg4b	41868	FBgn0038325	Atg4b	Zebrafish	415193	ZDB-GENE-040625-84	atg4c	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg5	31666	FBgn0029943	Atg5	Zebrafish	494180	ZDB-GENE-040801-149	atg5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg6	42850	FBgn0264325	Atg6	Zebrafish	393846	ZDB-GENE-040426-1666	becn1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg7	37141	FBgn0034366	Atg7	Zebrafish	100333016	ZDB-GENE-030131-1633	atg7	3	3.01	high	Yes	Yes	Homologene, OrthoDB, OrthoFinder
Atg8a	32001	FBgn0052672	Atg8a	Zebrafish	793200	ZDB-GENE-101102-9	gabarapb	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg9	36821	FBgn0034110	Atg9	Zebrafish	100009663	ZDB-GENE-070209-65	atg9a	12	11.9	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atox1	326216	FBgn0052446	Atox1	Zebrafish	558347	ZDB-GENE-120720-2	atox1	9	9.05	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
Atpalpha	48971	FBgn0002921	Atpalpha	Zebrafish	64610	ZDB-GENE-001212-7	atp1a3a	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atx2	41883	FBgn0041188	Atx2	Zebrafish	324525	ZDB-GENE-030131-3246	atxn2l	10	9.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
Aven	32215	FBgn0030410	Aven	Zebrafish	692323	ZDB-GENE-041001-171	aven	2	2	high	Yes	Yes	eggNOG, Panther
Awh	38451	FBgn0013751	Awh	Zebrafish	445565	ZDB-GENE-041025-1	lhx6	10	9.88	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Axs	32645	FBgn0000152	Axs	Zebrafish	566425	ZDB-GENE-050913-43	ano10a	11	10.84	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
B52	41670	FBgn0004587	B52	Zebrafish	321872	ZDB-GENE-030131-591	srsf4	8	7.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, Panther, Phylome, TreeFam
B9d1	41888	FBgn0038342	B9d1	Zebrafish	554150	ZDB-GENE-050522-467	b9d1	13	12.9	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
B9d2	10178891	FBgn0261683	B9d2	Zebrafish	436667	ZDB-GENE-040718-90	b9d2	9	8.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, TreeFam
BBS1	38780	FBgn0035741	BBS1	Zebrafish	568986	ZDB-GENE-060126-1	bbs1	9	8.81	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
BBS4	36167	FBgn0033578	BBS4	Zebrafish	768303	ZDB-GENE-060126-2	bbs4	12	11.84	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
BBS5	40600	FBgn0037280	BBS5	Zebrafish	393269	ZDB-GENE-040426-1083	bbs5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BBS8	33217	FBgn0031255	BBS8	Zebrafish	678551	ZDB-GENE-030131-8846	ttc8	8	7.71	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
BBS9	37439	FBgn0034622	BBS9	Zebrafish	100333716	ZDB-GENE-081027-4	bbs9	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BCAS2	43348	FBgn0039558	BCAS2	Zebrafish	493614	ZDB-GENE-030408-5	bcas2	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
BCL7-like	31890	FBgn0026149	BCL7-like	Zebrafish	57952	ZDB-GENE-000607-16	bcl7a	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BHD	38793	FBgn0261111	BHD	Zebrafish	678628	ZDB-GENE-060421-3470	flcn	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BI-1	38936	FBgn0035871	BI-1	Zebrafish	373123	ZDB-GENE-030826-10	tegt	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BOD1	43352	FBgn0039560	BOD1	Zebrafish	767743	ZDB-GENE-060810-163	bod1	5	4.86	high	Yes	Yes	eggNOG, OrthoFinder, orthoMCL, Panther, TreeFam
BTBD9	32000	FBgn0030228	BTBD9	Zebrafish	557659	ZDB-GENE-040704-39	btbd9	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Baldspot	39860	FBgn0260960	Baldspot	Zebrafish	317738	ZDB-GENE-030114-1	elovl6	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap111	31846	FBgn0030093	Bap111	Zebrafish	322248	ZDB-GENE-030131-967	smarce1	10	9.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap170	35560	FBgn0042085	Bap170	Zebrafish	566352	ZDB-GENE-030131-6311	arid2	11	10.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap55	36956	FBgn0025716	Bap55	Zebrafish	553775	ZDB-GENE-050522-191	actl6b	11	10.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap60	32268	FBgn0025463	Bap60	Zebrafish	323115	ZDB-GENE-030131-1835	smarcd1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bem46	44441	FBgn0025109	Bem46	Zebrafish	561333	ZDB-GENE-051120-54	abhd13	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bet1	40094	FBgn0260857	Bet1	Zebrafish	415135	ZDB-GENE-040625-3	bet1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bet3	39090	FBgn0260859	Bet3	Zebrafish	445207	ZDB-GENE-040801-120	trappc3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bet5	43590	FBgn0260860	Bet5	Zebrafish	437015	ZDB-GENE-040718-242	trappc1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BicD	35051	FBgn0000183	BicD	Zebrafish	556758	ZDB-GENE-081031-9	bicd1a	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Bili	43019	FBgn0039282	Bili	Zebrafish	559410	ZDB-GENE-090812-5	frmd8	11	10.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Bin1	41965	FBgn0024491	Bin1	Zebrafish	393693	ZDB-GENE-040426-1679	sap18	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bka	46032	FBgn0010520	Bka	Zebrafish	550264	ZDB-GENE-050417-67	fcf1	7	6.96	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome
Blimp-1	38638	FBgn0035625	Blimp-1	Zebrafish	323473	ZDB-GENE-030131-2193	prdm1a	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Blm	41366	FBgn0002906	Blm	Zebrafish	572540	ZDB-GENE-070702-5	blm	10	9.76	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Blos1	246439	FBgn0050077	Blos1	Zebrafish	556597	ZDB-GENE-050208-569	bloc1s1	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Blos2	39234	FBgn0036118	Blos2	Zebrafish	606665	ZDB-GENE-050809-129	bloc1s2	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Blos3	5740347	FBgn0085284	Blos3	Zebrafish	553529	ZDB-GENE-050913-10	bloc1s3	3	3.1	high	Yes	Yes	Hieranoid, OrthoFinder, Panther
Blos4	39219	FBgn0036105	Blos4	Zebrafish	445081	ZDB-GENE-040801-215	bloc1s4	9	8.76	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Bmcp	39322	FBgn0036199	Bmcp	Zebrafish	393133	ZDB-GENE-040426-749	slc25a14	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Br140	35648	FBgn0033155	Br140	Zebrafish	569574	ZDB-GENE-041008-168	brd1a	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Brca2	37916	FBgn0050169	Brca2	Zebrafish	566758	ZDB-GENE-060510-3	brca2	3	3	high	Yes	Yes	eggNOG, OrthoFinder, Panther
Brd8	43460	FBgn0039654	Brd8	Zebrafish	337414	ZDB-GENE-030722-10	brd8	11	10.89	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Bre1	38652	FBgn0086694	Bre1	Zebrafish	402838	ZDB-GENE-130404-2	rnf20	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Brms1	32243	FBgn0030434	Brms1	Zebrafish	792017	ZDB-GENE-050913-49	brms1la	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bruce	41260	FBgn0266717	Bruce	Zebrafish	796547	ZDB-GENE-091202-7	birc6	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bsg25D	33757	FBgn0000228	Bsg25D	Zebrafish	571879	ZDB-GENE-070725-1	nin	5	5.02	high	Yes	Yes	Compara, OrthoFinder, Panther, RoundUp, TreeFam
