FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Arf79F	40506	FBgn0010348	Arf79F	Human	375	652	ARF1	12	11.91	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
ArfGAP1	39417	FBgn0020655	ArfGAP1	Human	55738	15852	ARFGAP1	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ArfGAP3	40487	FBgn0037182	ArfGAP3	Human	84364	13504	ARFGAP2	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arfip	41353	FBgn0037884	Arfip	Human	23647	17160	ARFIP2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arfrp1	31841	FBgn0030088	Arfrp1	Human	10139	662	ARFRP1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ArgRS	32539	FBgn0027093	ArgRS	Human	5917	9870	RARS	14	13.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
ArgRS-m	40929	FBgn0037526	ArgRS-m	Human	57038	21406	RARS2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Argk	39041	FBgn0000116	Argk	Human	1158	1994	CKM	11	10.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam
Argl	3771738	FBgn0032076	Argl	Human	435	746	ASL	12	11.96	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Arl1	39745	FBgn0000115	Arl1	Human	400	692	ARL1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl2	40993	FBgn0004908	Arl2	Human	402	693	ARL2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl4	43771	FBgn0039889	Arl4	Human	10124	695	ARL4A	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl5	38931	FBgn0035866	Arl5	Human	221079	23052	ARL5B	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl6	37236	FBgn0034446	Arl6	Human	84100	13210	ARL6	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl6IP1	42027	FBgn0038453	Arl6IP1	Human	23204	697	ARL6IP1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arl8	40961	FBgn0037551	Arl8	Human	55207	25564	ARL8B	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp1	41566	FBgn0011745	Arp1	Human	10121	167	ACTR1A	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp10	32969	FBgn0031050	Arp10	Human	55860	17372	ACTR10	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp2	32623	FBgn0011742	Arp2	Human	10097	169	ACTR2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp3	38898	FBgn0262716	Arp3	Human	10096	170	ACTR3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp5	42173	FBgn0038576	Arp5	Human	79913	14671	ACTR5	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp53D	36879	FBgn0011743	Arp53D	Human	84517	24022	ACTRT3	4	4.01	moderate	Yes	No	eggNOG, OrthoDB, OrthoFinder, Panther
Arp6	32514	FBgn0011741	Arp6	Human	64431	24025	ACTR6	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arp8	32769	FBgn0030877	Arp8	Human	93973	14672	ACTR8	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arpc1	34793	FBgn0001961	Arpc1	Human	10552	703	ARPC1A	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arpc2	35311	FBgn0032859	Arpc2	Human	10109	705	ARPC2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arpc4	33864	FBgn0284255	Arpc4	Human	10093	707	ARPC4	9	8.83	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
Arpc5	33444	FBgn0031437	Arpc5	Human	10092	708	ARPC5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ars2	35539	FBgn0033062	Ars2	Human	51593	24101	SRRT	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art3	41837	FBgn0038306	Art3	Human	10196	30163	PRMT3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art4	41219	FBgn0037770	Art4	Human	10498	23393	CARM1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Art7	37664	FBgn0034817	Art7	Human	54496	25557	PRMT7	14	13.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Art8	34528	FBgn0032329	Art8	Human	55170	18241	PRMT6	6	5.99	high	Yes	Yes	eggNOG, Homologene, Isobase, OrthoDB, Panther, RoundUp
Arv1	318031	FBgn0052442	Arv1	Human	64801	29561	ARV1	11	10.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asap	35783	FBgn0050372	Asap	Human	8853	2721	ASAP2	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asator	43794	FBgn0039908	Asator	Human	146057	19141	TTBK2	7	6.86	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
Asciz	38381	FBgn0035407	Asciz	Human	23300	29034	ATMIN	7	6.89	high	Yes	Yes	eggNOG, Inparanoid, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Ask1	42366	FBgn0014006	Ask1	Human	389840	31689	MAP3K15	14	13.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
AsnRS	35194	FBgn0086443	AsnRS	Human	4677	7643	NARS	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
AsnRS-m	36909	FBgn0034177	AsnRS-m	Human	79731	26274	NARS2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
AsnS	2768965	FBgn0270926	AsnS	Human	440	753	ASNS	11	10.71	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
AspRS	36420	FBgn0002069	AspRS	Human	1615	2678	DARS	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
AspRS-m	326155	FBgn0051739	AspRS-m	Human	55157	25538	DARS2	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asph	36778	FBgn0034075	Asph	Human	444	757	ASPH	10	9.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Ass	40812	FBgn0026565	Ass	Human	445	758	ASS1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Asx	36612	FBgn0261823	Asx	Human	80816	29357	ASXL3	8	7.87	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Atac1	33977	FBgn0031876	Atac1	Human	26009	24523	ZZZ3	9	8.82	high	Yes	Yes	Compara, Homologene, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Atac2	35113	FBgn0032691	Atac2	Human	57325	15904	KAT14	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atac3	38055	FBgn0052343	Atac3	Human	126626	28441	GABPB2	9	8.84	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ate1	37288	FBgn0025720	Ate1	Human	11101	782	ATE1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atet	33636	FBgn0020762	Atet	Human	64137	13884	ABCG4	12	11.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
Atf3	43867	FBgn0028550	Atf3	Human	467	785	ATF3	5	4.86	high	Yes	Yes	Compara, eggNOG, orthoMCL, Panther, RoundUp
Atf6	35480	FBgn0033010	Atf6	Human	22926	791	ATF6	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg10	50253	FBgn0040780	Atg10	Human	83734	20315	ATG10	9	8.76	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Atg101	32871	FBgn0030960	Atg101	Human	60673	25679	ATG101	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg12	39383	FBgn0036255	Atg12	Human	9140	588	ATG12	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg13	40998	FBgn0261108	Atg13	Human	9776	29091	ATG13	11	10.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg14	43438	FBgn0039636	Atg14	Human	22863	19962	ATG14	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg16	326115	FBgn0039705	Atg16	Human	55054	21498	ATG16L1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg17	40700	FBgn0037363	Atg17	Human	9821	15574	RB1CC1	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg18a	38913	FBgn0035850	Atg18a	Human	26100	32225	WIPI2	12	11.91	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Atg2	38344	FBgn0044452	Atg2	Human	55102	20187	ATG2B	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg3	40044	FBgn0036813	Atg3	Human	64422	20962	ATG3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg4a	33283	FBgn0031298	Atg4a	Human	115201	16489	ATG4A	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg4b	41868	FBgn0038325	Atg4b	Human	84971	20789	ATG4D	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg5	31666	FBgn0029943	Atg5	Human	9474	589	ATG5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg6	42850	FBgn0264325	Atg6	Human	8678	1034	BECN1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg7	37141	FBgn0034366	Atg7	Human	10533	16935	ATG7	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg9	36821	FBgn0034110	Atg9	Human	79065	22408	ATG9A	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atox1	326216	FBgn0052446	Atox1	Human	475	798	ATOX1	10	10.01	high	Yes	Yes	Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Atx-1	31624	FBgn0029907	Atx-1	Human	342371	33279	ATXN1L	7	6.86	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
Atx2	41883	FBgn0041188	Atx2	Human	11273	31326	ATXN2L	10	9.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
Aven	32215	FBgn0030410	Aven	Human	57099	13509	AVEN	2	2	high	Yes	Yes	eggNOG, Panther
Awh	38451	FBgn0013751	Awh	Human	431707	28838	LHX8	12	11.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Axn	43565	FBgn0026597	Axn	Human	8312	903	AXIN1	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Axs	32645	FBgn0000152	Axs	Human	55129	25519	ANO10	12	11.79	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
B9d1	41888	FBgn0038342	B9d1	Human	27077	24123	B9D1	12	11.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
B9d2	10178891	FBgn0261683	B9d2	Human	80776	28636	B9D2	9	8.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, TreeFam
BBS1	38780	FBgn0035741	BBS1	Human	582	966	BBS1	11	10.96	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
BBS4	36167	FBgn0033578	BBS4	Human	585	969	BBS4	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BBS5	40600	FBgn0037280	BBS5	Human	129880	970	BBS5	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BBS8	33217	FBgn0031255	BBS8	Human	123016	20087	TTC8	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BBS9	37439	FBgn0034622	BBS9	Human	27241	30000	BBS9	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BCAS2	43348	FBgn0039558	BCAS2	Human	10286	975	BCAS2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BHD	38793	FBgn0261111	BHD	Human	201163	27310	FLCN	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
BI-1	38936	FBgn0035871	BI-1	Human	7009	11723	TMBIM6	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BOD1	43352	FBgn0039560	BOD1	Human	91272	25114	BOD1	8	7.8	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BTBD9	32000	FBgn0030228	BTBD9	Human	114781	21228	BTBD9	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Baldspot	39860	FBgn0260960	Baldspot	Human	79071	15829	ELOVL6	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap111	31846	FBgn0030093	Bap111	Human	6605	11109	SMARCE1	10	9.68	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap170	35560	FBgn0042085	Bap170	Human	196528	18037	ARID2	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bap60	32268	FBgn0025463	Bap60	Human	6602	11106	SMARCD1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bdp1	34748	FBgn0032512	Bdp1	Human	55814	13652	BDP1	8	7.82	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Bem46	44441	FBgn0025109	Bem46	Human	84945	20293	ABHD13	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Best1	53431	FBgn0040238	Best1	Human	144453	17105	BEST3	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bet1	40094	FBgn0260857	Bet1	Human	10282	14562	BET1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bet3	39090	FBgn0260859	Bet3	Human	27095	19942	TRAPPC3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bet5	43590	FBgn0260860	Bet5	Human	58485	19894	TRAPPC1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BicC	34946	FBgn0000182	BicC	Human	80114	19351	BICC1	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BicD	35051	FBgn0000183	BicD	Human	23299	17208	BICD2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bili	43019	FBgn0039282	Bili	Human	83786	25462	FRMD8	11	10.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Bin1	41965	FBgn0024491	Bin1	Human	10284	10530	SAP18	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bka	46032	FBgn0010520	Bka	Human	51077	20220	FCF1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Blimp-1	38638	FBgn0035625	Blimp-1	Human	639	9346	PRDM1	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Blm	41366	FBgn0002906	Blm	Human	641	1058	BLM	10	9.76	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Blos1	246439	FBgn0050077	Blos1	Human	2647	4200	BLOC1S1	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Blos2	39234	FBgn0036118	Blos2	Human	282991	20984	BLOC1S2	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Blos3	5740347	FBgn0085284	Blos3	Human	388552	20914	BLOC1S3	3	3.1	high	Yes	Yes	Hieranoid, OrthoFinder, Panther
Blos4	39219	FBgn0036105	Blos4	Human	55330	24206	BLOC1S4	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bmcp	39322	FBgn0036199	Bmcp	Human	253512	27371	SLC25A30	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
